GeneID	controlL_rep2	PE60L_rep2	PE60L_rep1	PE200L_rep2	PE600L_rep2	PE600L_rep3	PE60L_rep3	PE200L_rep3	controlL_rep3	PE200L_rep1	PE600L_rep1	controlL_rep1
CQUJHB002322	11	27	14	254	61	16	12	19	59	15	62	131
CQUJHB002828	513	68	244	233	383	118	139	123	75	209	431	349
CQUJHB006493	173	178	176	163	152	101	89	109	58	252	234	155
CQUJHB017086	84	25	75	58	46	45	47	41	18	42	118	159
CQUJHB009881	50	16	36	31	46	36	33	19	24	35	52	34
CQUJHB006198	1411	377	2460	529	499	483	1101	456	494	2490	2034	1522
CQUJHB006122	541	329	625	897	418	326	341	448	201	395	233	735
CQUJHB010991	289	190	125	502	271	182	323	212	95	22	128	327
CQUJHB009576	12	0	5	4	11	5	2	1	11	1	11	26
CQUJHB007309	65	39	66	32	64	13	31	27	61	41	92	136
CQUJHB001676	5	2	18	0	0	1	3	3	0	17	4	13
CQUJHB015935	231	49	214	57	70	128	214	61	64	292	224	326
CQUJHB001408	65	35	63	40	56	21	33	30	49	77	92	135
CQUJHB018262	2	3	1	0	0	0	0	3	2	1	0	0
CQUJHB017079	16	0	11	0	4	1	2	2	0	3	8	37
CQUJHB002172	381	36	319	126	110	152	42	54	88	792	478	164
CQUJHB004945	0	0	2	0	0	0	0	0	0	1	0	0
CQUJHB013001	518	140	1217	403	152	162	957	121	52	1346	999	564
CQUJHB017397	55	18	85	27	37	31	43	24	37	92	59	68
CQUJHB006681	256	87	361	117	131	85	177	96	133	357	351	430
CQUJHB005035	228	87	294	101	186	104	175	125	103	354	251	328
CQUJHB018352	350	29	226	45	68	241	117	29	44	320	113	255
CQUJHB002816	858	423	784	652	244	782	533	493	154	875	604	790
CQUJHB011584	367	132	189	194	393	135	157	110	183	100	387	684
CQUJHB010505	299	85	433	162	195	146	147	152	148	439	360	584
CQUJHB010754	865	207	554	303	334	325	190	259	134	710	509	695
CQUJHB003129	374	77	260	100	165	72	142	102	74	239	209	407
CQUJHB013235	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016039	0	0	2	0	0	0	0	0	0	2	1	0
CQUJHB005005	19	17	0	8	21	10	39	2	29	23	1	0
CQUJHB007288	5067	1185	3842	1502	2814	1638	1882	1707	1757	4090	4240	5756
CQUJHB000071	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010306	3301	1054	7025	1482	1835	1104	1337	1545	2036	5963	5015	4984
CQUJHB012301	444	133	276	159	128	268	220	122	68	343	297	417
CQUJHB009344	9	0	2	0	2	0	0	0	12	3	1	0
CQUJHB002573	5	0	5	0	1	2	2	0	5	8	8	24
CQUJHB002597	847	383	808	343	688	277	355	371	549	675	1211	1267
CQUJHB001143	2088	654	2642	892	731	658	1287	803	576	2871	2074	1989
CQUJHB006332	16	0	4	1	3	1	1	2	12	17	4	28
CQUJHB017511	1	0	1	0	3	3	0	0	0	18	5	0
CQUJHB009504	10	0	3	0	0	0	0	2	0	3	0	9
CQUJHB014894	24	0	2	0	11	0	0	3	14	5	1	39
CQUJHB000208	1651	575	1588	662	793	637	609	705	723	1883	1670	1965
CQUJHB007300	547	103	807	200	194	163	270	130	280	689	768	639
CQUJHB017734	506	199	549	221	230	293	320	373	101	474	523	753
CQUJHB006006	30208	16443	34251	23390	19307	14803	11681	18512	15325	39184	34504	63090
CQUJHB004660	185	30	283	85	83	67	137	44	120	138	225	160
CQUJHB016070	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008965	140	54	221	109	96	91	77	82	99	213	221	179
CQUJHB017971	207	32	195	49	50	58	47	52	38	216	152	167
CQUJHB013356	193	30	179	114	93	74	97	61	43	204	210	223
CQUJHB014822	181	32	284	108	77	54	77	49	42	229	273	264
CQUJHB003450	108	18	150	15	29	23	24	28	31	241	132	123
CQUJHB005485	10	0	27	4	8	1	201	4	4	35	10	9
CQUJHB002540	1	10	13	12	4	2	16	2	9	5	3	18
CQUJHB001148	476	347	741	352	212	230	451	399	208	870	692	712
CQUJHB002088	6	0	4	6	13	0	6	2	9	0	7	32
CQUJHB005451	204	313	108	411	222	278	217	371	30	336	40	148
CQUJHB007525	2718	136	3348	473	121	58	353	76	99	12568	5549	330
CQUJHB013992	10	3	8	1	2	0	2	1	0	17	8	7
CQUJHB001892	44	0	45	3	29	0	1	9	66	15	23	28
CQUJHB012371	0	0	0	6	0	0	2	0	0	0	6	0
CQUJHB005882	726	204	975	95	416	92	400	434	300	1151	1375	1082
CQUJHB002911	425	53	403	47	76	67	180	88	66	989	554	223
CQUJHB016179	99	197	51	862	74	282	162	292	109	27	44	269
CQUJHB014958	2	0	2	3	0	0	0	1	1	0	1	0
CQUJHB003802	3	1	8	8	0	0	0	6	5	1	0	2
CQUJHB002506	291	28	326	25	69	98	35	46	61	261	340	266
CQUJHB012747	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006813	2	0	3	3	3	2	2	1	0	0	6	1
CQUJHB010963	379	283	541	468	286	198	108	230	137	27	235	1368
CQUJHB012374	848	24	771	284	157	371	18	91	16	153	290	272
CQUJHB004127	656	59	964	350	159	342	27	106	6	132	155	175
CQUJHB001880	7086	4606	3164	19009	8966	23062	1358	2890	556	6483	436	542
CQUJHB007500	1	0	0	14	0	3	0	1	0	0	0	0
CQUJHB013106	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000561	63	1	73	4	5	5	27	2	0	74	11	7
CQUJHB005249	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004747	1250	497	1124	451	532	384	236	513	271	830	758	1967
CQUJHB003397	15	15	13	39	11	15	3	1	0	62	26	11
CQUJHB012189	73	39	193	9	58	1	100	120	53	64	226	146
CQUJHB015773	242	115	394	156	95	140	130	187	104	508	266	282
CQUJHB000756	1	6	7	2	0	0	0	0	0	2	5	5
CQUJHB013949	165	38	254	47	58	47	59	50	73	392	206	223
CQUJHB008435	722	148	660	306	279	278	213	266	102	759	519	543
CQUJHB006422	27	5	33	28	7	7	1	22	9	17	7	21
CQUJHB016113	28	12	26	7	6	4	12	2	0	66	28	20
CQUJHB005389	7	256	239	440	13	541	80	174	2	21	1	63
CQUJHB002926	3	35	13	44	11	198	47	62	1	0	0	3
CQUJHB005543	4	0	3	0	1	0	7	0	0	13	8	0
CQUJHB018192	46	0	31	0	0	0	0	0	0	35	0	0
CQUJHB018020	250	52	153	41	29	41	97	23	41	288	200	177
CQUJHB011093	1026	1266	2672	1514	409	1128	856	1378	282	3240	490	1748
CQUJHB002936	11	8	6	24	13	9	13	15	14	5	5	26
CQUJHB010532	538	746	305	744	439	682	345	741	129	92	63	470
CQUJHB013199	52	16	54	20	10	22	17	16	3	71	14	51
CQUJHB009963	1550	602	2749	837	561	745	772	625	531	2859	1438	1770
CQUJHB009400	139	69	302	106	106	79	63	98	53	366	197	129
CQUJHB012858	3	0	3	0	0	0	0	0	0	11	2	0
CQUJHB001723	6	0	25	0	0	1	0	0	0	36	12	1
CQUJHB017221	76	0	70	3	2	1	23	21	0	174	3	10
CQUJHB016360	181	0	682	0	7	146	14	28	0	137	86	1199
CQUJHB014301	0	0	10	0	0	0	0	0	0	2	0	0
CQUJHB005884	3000	0	24648	0	4	813	58	68	0	22157	11000	2564
CQUJHB016622	3142	0	44118	12	8	1193	53	101	0	21005	9114	3519
CQUJHB016186	1095	2	49975	3	5	1059	105	88	0	14970	2890	2633
CQUJHB017329	83	0	1402	3	0	38	6	3	0	425	97	90
CQUJHB017425	90	0	1752	10	2	78	13	9	0	534	83	81
CQUJHB014618	65042	38	314917	259	1343	21176	5573	10302	35	301285	95526	96321
CQUJHB006199	743	0	10697	1	31	576	80	74	1	2784	471	2897
CQUJHB002976	21	0	20	0	7	3	19	2	0	63	2	25
CQUJHB007833	1610	1	46095	2	31	1393	208	168	0	27851	5261	4654
CQUJHB008694	37780	2	158512	8	1605	11363	5967	8204	76	102792	13507	97190
CQUJHB010099	2195	477	1218	652	397	525	507	507	378	4270	2328	1222
CQUJHB002229	0	0	0	0	0	0	20	0	0	0	3	9
CQUJHB009098	54	14	67	22	27	15	36	22	11	91	46	60
CQUJHB004072	37	24	81	6	27	14	11	14	65	67	44	107
CQUJHB011106	130	59	185	90	97	70	71	87	98	250	200	252
CQUJHB002389	646	144	623	177	316	239	392	223	174	385	511	804
CQUJHB009346	0	0	0	0	0	0	0	0	0	5	2	0
CQUJHB009731	992	187	740	368	227	723	316	320	156	755	638	809
CQUJHB015043	40	0	12	0	5	4	1	5	16	8	26	93
CQUJHB012042	1	0	4	10	5	1	0	1	0	2	2	0
CQUJHB015403	1288	142	773	292	514	628	308	325	340	1245	1321	1016
CQUJHB007174	489	226	688	339	198	226	324	322	146	644	425	523
CQUJHB015399	39	20	62	32	35	4	47	49	21	9	30	27
CQUJHB008325	0	0	1	2	0	0	0	0	0	0	0	0
CQUJHB008865	28	12	26	4	9	14	16	11	6	49	26	21
CQUJHB014130	42	10	42	7	23	4	46	14	17	87	64	108
CQUJHB013271	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011941	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010877	181	507	319	1675	739	199	164	513	177	45	298	4641
CQUJHB007110	84	18	78	33	15	7	15	8	1	40	28	29
CQUJHB013782	159	22	327	156	101	101	42	60	54	322	196	183
CQUJHB010782	0	0	1	1	0	0	0	2	0	0	1	0
CQUJHB009387	0	0	0	0	0	0	1	0	0	0	0	0
CQUJHB008698	16	0	29	0	11	0	1	2	17	22	40	32
CQUJHB006571	40	17	60	14	16	11	28	21	28	78	32	73
CQUJHB005347	44	9	65	13	15	18	23	21	39	53	52	72
CQUJHB015360	19	13	34	9	10	8	17	15	14	21	30	32
CQUJHB003578	31	8	52	21	35	11	46	18	16	40	63	37
CQUJHB007913	0	0	1	0	2	0	3	0	2	0	0	0
CQUJHB017913	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003628	9	3	8	5	6	1	2	1	1	6	14	6
CQUJHB002130	84	58	137	41	69	59	53	64	55	115	118	139
CQUJHB011747	32	8	33	9	18	3	28	11	0	22	32	57
CQUJHB014515	814	242	1404	331	413	313	421	347	399	1186	1178	1195
CQUJHB015648	990	48	1629	156	70	97	160	123	77	1329	385	1014
CQUJHB006281	2285	5902	842	4584	2005	4604	1445	3344	483	2132	301	1190
CQUJHB014917	0	53	5	628	21	12	0	0	44	0	2	0
CQUJHB017370	4900	960	7330	1843	1579	884	713	902	1437	10030	4818	4711
CQUJHB005889	108	170	270	75	139	62	63	143	42	344	35	144
CQUJHB003143	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011585	1	0	0	1	0	0	0	1	0	2	0	0
CQUJHB016779	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017847	4037	1500	5730	1745	1944	1907	2508	2643	1572	5352	3796	6192
CQUJHB011714	1	0	0	0	0	0	0	0	0	5	1	0
CQUJHB008569	6	9	21	37	8	7	7	17	0	36	8	24
CQUJHB002370	2394	117	10625	80	102	3979	209	590	0	5240	1801	2012
CQUJHB008614	75	16	89	19	24	39	46	24	29	84	40	85
CQUJHB020287	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020372	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009741	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006495	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017016	30	18	24	107	31	27	38	41	16	4	18	556
CQUJHB014915	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001216	754	289	613	228	393	227	222	227	284	600	527	884
CQUJHB011711	57	2	157	13	6	9	132	17	3	248	114	52
CQUJHB020255	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013147	0	0	1	0	0	0	1	0	0	0	0	0
CQUJHB003868	138	23	146	34	40	30	37	35	58	114	137	148
CQUJHB001197	919	433	1025	596	648	276	379	546	446	535	683	2675
CQUJHB007927	3	0	2	0	0	7	3	0	0	7	1	1
CQUJHB013430	186	123	169	163	160	46	130	106	106	233	175	144
CQUJHB002637	425	141	579	115	157	119	351	154	144	441	446	394
CQUJHB016966	450	231	475	169	247	180	217	297	269	580	551	646
CQUJHB009949	0	0	1	0	0	0	1	0	0	0	0	0
CQUJHB013389	51	57	91	32	29	27	43	30	42	96	72	88
CQUJHB000036	39	12	47	14	25	12	14	21	6	90	24	24
CQUJHB008390	26	5	32	8	25	4	13	12	14	18	27	36
CQUJHB007354	12	0	14	8	3	9	4	1	19	21	12	35
CQUJHB011582	28	11	33	5	17	10	14	16	8	36	21	38
CQUJHB005942	54	10	81	17	10	23	29	14	0	90	43	47
CQUJHB017207	46	21	97	13	18	14	18	12	18	80	39	46
CQUJHB003381	284	6	111	30	27	44	31	36	90	122	76	143
CQUJHB002676	4	0	31	0	4	0	1	1	0	12	9	32
CQUJHB015867	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012579	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008555	121	17	175	54	39	23	25	34	69	184	76	153
CQUJHB005128	161	35	275	30	45	12	89	37	53	158	139	109
CQUJHB016361	282	56	245	183	68	56	55	76	18	789	622	179
CQUJHB006876	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009552	321	16	264	36	28	35	140	26	38	350	139	230
CQUJHB016589	2	2	18	0	0	0	0	0	0	3	0	0
CQUJHB014819	894	141	1171	262	233	304	377	268	275	1442	743	1061
CQUJHB011612	259	57	480	100	129	107	131	84	188	416	473	368
CQUJHB008395	136	67	204	27	46	30	119	59	34	397	207	122
CQUJHB000383	463	51	87	239	293	89	80	94	84	683	205	436
CQUJHB002546	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016439	197	410	61	409	354	83	136	162	153	268	250	346
CQUJHB020416	2860	1135	1229	535	2087	644	1293	2338	665	3158	1425	2779
CQUJHB004836	2	0	1	0	0	0	1	0	0	4	0	0
CQUJHB002210	5635	4041	3618	1277	4229	2015	3581	4204	2330	5883	5289	9054
CQUJHB015239	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015079	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016381	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015050	1	1	1	3	2	0	0	0	0	0	0	1
CQUJHB015262	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000398	0	0	0	3	0	0	0	0	0	0	0	0
CQUJHB016354	28	1	82	2	11	22	55	10	15	60	20	48
CQUJHB011789	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017189	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015128	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010253	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009995	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016239	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004880	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002940	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009693	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007002	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003850	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001330	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014066	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006448	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002072	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006514	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013737	27	0	39	18	29	16	12	11	7	42	35	44
CQUJHB017649	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010470	0	0	0	0	0	1	0	0	0	0	0	0
CQUJHB006604	1	0	0	0	2	0	0	0	0	0	0	0
CQUJHB014160	0	0	0	0	0	0	0	0	0	1	0	0
CQUJHB006087	3	0	0	0	0	1	2	4	0	0	0	7
CQUJHB005770	20	16	33	25	28	1	6	27	0	6	20	31
CQUJHB012456	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012855	3382	2530	4564	3368	2779	2307	2337	3309	2158	5179	4235	5677
CQUJHB016400	314	99	602	183	149	182	246	200	148	679	575	583
CQUJHB000006	1110	169	1379	331	360	298	268	239	261	2607	1410	789
CQUJHB001402	23211	15163	28145	20289	17174	11647	10087	17409	11086	30174	29443	48665
CQUJHB005858	220	34	255	47	38	31	43	44	51	329	160	165
CQUJHB008580	472	313	682	624	263	355	449	393	199	605	609	688
CQUJHB010759	38	18	48	12	10	10	51	21	5	109	71	42
CQUJHB013342	1518	1347	2510	3829	1042	1502	1298	1803	462	2401	1175	1168
CQUJHB012998	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009975	1061	99	650	76	140	67	185	121	227	3242	1489	378
CQUJHB017383	341	311	152	1083	160	633	430	471	21	377	79	175
CQUJHB014535	5090	10570	2819	27407	2965	5206	3915	16045	1269	3797	752	5351
CQUJHB007135	244	427	91	619	229	907	917	736	93	139	14	164
CQUJHB005146	2081	3676	2228	8168	1550	3796	2755	6783	664	2252	1144	4026
CQUJHB016685	694	411	415	616	130	247	192	695	70	1835	613	772
CQUJHB012207	99	137	83	293	37	78	48	141	16	89	48	116
CQUJHB011337	248	185	54	756	79	505	479	517	81	15	36	195
CQUJHB013802	349	1657	249	2113	193	743	805	2373	231	28	74	702
CQUJHB001648	49	682	184	816	61	343	35	717	53	58	53	254
CQUJHB008227	724	1379	674	3359	258	586	749	1323	335	460	265	2092
CQUJHB003756	71	45	172	234	28	32	13	37	21	72	50	223
CQUJHB005998	41	2	46	5	14	26	3	8	19	62	59	114
CQUJHB006102	139	53	217	76	90	138	136	81	74	212	176	302
CQUJHB014427	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008505	111	29	261	10	67	15	151	64	45	127	232	220
CQUJHB001719	1	0	1	0	0	1	0	0	0	12	0	7
CQUJHB005490	0	0	1	0	0	0	0	0	2	1	1	0
CQUJHB010600	42	0	74	0	1	5	0	6	0	13	2	9
CQUJHB004491	29	5	57	1	1	43	11	1	0	65	34	85
CQUJHB002652	7362	2790	8378	2092	3857	4449	2006	2766	1906	13280	7121	6404
CQUJHB003411	23	0	429	0	0	1	11	4	0	78	0	8
CQUJHB003168	7546	4908	9503	8577	9126	4246	2461	4901	4009	9523	8599	8521
CQUJHB012589	128	40	165	29	38	37	46	31	31	275	143	123
CQUJHB009723	15	8	72	5	20	5	27	28	17	65	35	54
CQUJHB012687	137	83	170	71	125	123	91	77	95	184	93	121
CQUJHB013924	14	1	31	0	1	5	4	3	1	27	10	23
CQUJHB009058	54	24	88	11	15	10	27	20	16	99	55	56
CQUJHB014071	391	167	325	273	150	205	160	192	113	429	240	361
CQUJHB006532	68	32	166	31	40	9	28	31	23	124	81	95
CQUJHB002785	26	41	47	16	49	31	12	17	48	47	36	31
CQUJHB016389	0	0	13	0	0	0	0	0	0	0	0	0
CQUJHB012632	7	9	64	0	9	9	28	10	6	16	9	9
CQUJHB017367	67	24	148	23	28	26	15	29	45	60	47	49
CQUJHB018014	58	37	258	22	27	40	13	26	16	99	57	115
CQUJHB002114	61	19	156	19	31	28	26	29	2	63	50	47
CQUJHB016500	0	0	0	0	2	0	0	0	0	0	0	0
CQUJHB017689	3149	559	4259	845	2012	889	717	1016	608	5554	2901	3179
CQUJHB014250	352	174	342	56	157	24	63	100	64	1130	647	290
CQUJHB017647	12410	1535	1685	22002	21647	56106	1875	919	575	5338	269	202
CQUJHB018325	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003020	47	2	81	13	19	11	14	4	7	86	14	33
CQUJHB018212	25	0	56	2	2	4	6	1	0	32	4	2
CQUJHB010996	0	359	4	225	22	233	4	41	19	0	0	19
CQUJHB002882	0	0	55	1	0	0	0	0	0	0	0	0
CQUJHB014194	3135	443	480	745	2093	9197	1139	2875	756	528	230	198
CQUJHB010117	5	10	0	10	24	68	6	12	24	0	1	0
CQUJHB012338	1041	308	34	167	724	8496	700	995	1356	375	8	20
CQUJHB007524	103	771	626	84	622	169	72	510	1014	23	876	2038
CQUJHB011421	2	22	3	0	24	5	5	5	67	0	13	24
CQUJHB009932	113	0	253	0	0	0	0	1	0	60	0	6
CQUJHB006000	14	6	7	12	3	29	69	47	13	43	7	0
CQUJHB004762	1010	841	1238	1086	575	622	708	803	492	1970	1200	985
CQUJHB002199	14	1	62	0	1	3	176	2	0	56	7	48
CQUJHB006225	2	4	0	3	0	10	1	1	18	3	8	8
CQUJHB015497	0	0	0	0	0	1	0	0	0	0	0	0
CQUJHB005107	0	4	1	0	0	0	1	0	0	2	2	0
CQUJHB016664	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000435	10	3	63	84	48	13	3	36	12	11	53	158
CQUJHB015711	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB018159	53	147	509	30	63	122	20	32	69	81	79	196
CQUJHB011553	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008384	0	0	5	0	0	0	0	0	0	0	0	0
CQUJHB001170	4168	21546	3962	27463	10383	6863	5903	10959	7085	161	2726	16651
CQUJHB012860	897	2258	2261	3029	1820	1498	624	2018	1405	9	319	4456
CQUJHB002221	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000651	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006283	30	14	63	9	4	9	32	7	22	32	23	11
CQUJHB001510	0	0	6	0	0	0	0	0	0	0	0	0
CQUJHB000979	4	0	6	20	3	1	0	4	0	4	6	17
CQUJHB008637	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008302	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011570	0	0	0	0	0	0	0	0	0	0	1	0
CQUJHB011689	2	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000774	1684	178	1724	416	148	180	194	72	196	1731	1050	605
CQUJHB011725	0	0	0	0	1	0	0	1	0	0	0	0
CQUJHB016682	7	1	89	0	3	2	4	0	1	12	1	2
CQUJHB015462	3	5	50	2	2	4	7	1	1	4	6	0
CQUJHB013740	13	6	49	7	3	0	4	2	4	5	8	8
CQUJHB009533	7	13	91	5	12	11	1	6	23	15	12	31
CQUJHB007070	3622	2526	7157	4002	853	3423	1963	2075	773	8460	2378	2598
CQUJHB001008	3	0	2	0	0	0	0	0	0	0	0	0
CQUJHB015472	0	0	0	0	0	1	0	0	0	0	0	4
CQUJHB007880	12	4	32	2	7	3	1	1	0	12	2	12
CQUJHB007702	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009875	0	0	2	0	0	0	0	0	0	0	0	0
CQUJHB008249	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008734	8835	3466	11226	3344	4316	7125	8196	4504	3138	16856	8044	6542
CQUJHB018309	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000992	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009166	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006401	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006428	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012514	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013745	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004923	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003215	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010131	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003538	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005934	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007513	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004577	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005076	0	0	0	0	0	2	0	0	0	0	0	0
CQUJHB018331	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013523	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010256	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016137	0	0	0	0	1	0	0	0	0	0	0	0
CQUJHB013853	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015520	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014251	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001332	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009635	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013677	51	14	69	21	20	38	18	16	36	97	66	44
CQUJHB015370	91	30	99	72	39	15	15	20	3	161	99	58
CQUJHB004686	3	0	2	0	0	0	0	0	0	5	0	0
CQUJHB016426	12	2	17	0	13	23	8	8	0	0	0	0
CQUJHB000570	56	2	44	2	12	0	14	4	0	55	19	0
CQUJHB011036	31	45	393	33	34	18	25	28	10	108	68	56
CQUJHB003874	0	0	11	0	0	0	0	0	0	0	0	0
CQUJHB007961	1280	509	1577	408	480	718	637	581	366	1579	1169	1020
CQUJHB006497	0	0	0	1	0	0	0	0	0	0	1	0
CQUJHB009072	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015986	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010762	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB003481	1077	315	1783	356	468	677	412	495	252	1456	909	1038
CQUJHB018268	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005927	2032	1358	2853	1616	917	1439	958	1657	337	1851	1387	2744
CQUJHB000548	1	0	0	0	7	11	3	12	0	0	0	0
CQUJHB009729	2	0	2	0	0	0	0	0	9	10	0	19
CQUJHB000995	177	13	492	56	33	25	28	34	118	209	173	293
CQUJHB009141	138	47	374	28	43	28	141	40	96	477	258	146
CQUJHB005488	0	0	2	0	0	0	3	0	0	2	0	0
CQUJHB014929	29	11	56	4	16	18	10	17	5	41	15	29
CQUJHB014609	4732	2766	7300	5123	4552	2435	2641	3822	2960	7010	5194	7110
CQUJHB016950	1108	478	1798	439	678	689	785	759	603	1716	1300	1630
CQUJHB007551	359	69	726	90	97	150	148	91	154	545	333	375
CQUJHB001716	988	32	1792	36	147	97	293	135	56	1907	1554	586
CQUJHB004760	0	0	0	0	0	0	0	0	0	6	0	0
CQUJHB009842	1	0	28	0	0	0	0	0	0	22	4	0
CQUJHB006865	135	68	517	130	83	62	58	60	91	305	204	198
CQUJHB018117	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004508	413	389	1115	213	360	154	188	225	301	675	687	867
CQUJHB001921	1	0	5	0	0	1	0	0	0	1	0	0
CQUJHB001324	0	28	258	0	0	23	0	0	13	0	0	1
CQUJHB001809	4887	1975	7316	792	3373	3094	4431	8183	1506	3067	3067	3339
CQUJHB018032	823	1102	1423	1476	808	478	421	514	584	1199	1003	2039
CQUJHB005576	1103	155	1868	187	164	441	244	213	219	2119	1012	811
CQUJHB008252	159	78	325	43	47	48	180	65	24	266	116	144
CQUJHB020300	0	0	0	0	0	1	0	0	0	0	0	0
CQUJHB020330	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015374	145	31	54	42	23	22	23	40	24	22	15	13
CQUJHB010388	200	157	148	142	52	174	71	109	63	242	87	169
CQUJHB017930	0	0	42	0	0	0	0	0	0	0	0	0
CQUJHB005068	348	77	181	214	34	780	33	121	10	294	45	44
CQUJHB001773	607	314	748	340	115	563	247	262	73	681	252	478
CQUJHB016918	53	20	282	6	22	22	6	4	65	167	90	28
CQUJHB012320	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020413	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020304	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020419	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020433	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017813	0	0	4	0	0	0	0	0	0	0	0	0
CQUJHB011244	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016455	0	0	0	0	0	0	0	0	0	0	0	0
