GeneID	controlL_rep2	PE60L_rep2	PE60L_rep1	PE200L_rep2	PE600L_rep2	PE600L_rep3	PE60L_rep3	PE200L_rep3	controlL_rep3	PE200L_rep1	PE600L_rep1	controlL_rep1
CQUJHB012094	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010557	410	121	596	227	154	196	192	170	101	582	532	565
CQUJHB017477	793	408	1152	685	508	443	279	781	270	1348	544	706
CQUJHB008323	238	166	327	157	147	70	113	159	188	465	392	358
CQUJHB006296	158	72	310	72	174	55	65	95	95	338	256	230
CQUJHB018446	0	3	1	0	0	0	0	0	0	1	0	0
CQUJHB011061	2392	752	4129	903	1280	585	840	1067	1791	3863	3127	3453
CQUJHB010725	4346	155	16317	464	66	751	50	386	54	15001	7058	2511
CQUJHB008857	8	0	19	0	1	0	0	8	0	15	4	38
CQUJHB011331	79755	1520	194074	238	19055	26467	41936	91312	12087	188989	35009	159944
CQUJHB018033	178	37	310	44	47	39	63	52	38	212	91	311
CQUJHB003002	603	197	907	209	200	161	222	177	213	1083	715	536
CQUJHB016970	227	13	201	4	11	17	116	13	0	245	28	112
CQUJHB010033	1164	1257	1137	891	1051	734	474	2057	516	1367	922	1257
CQUJHB004931	810	397	485	24	462	112	419	1391	141	369	1227	1022
CQUJHB001604	236	0	140	0	6	6	10	36	18	233	8	81
CQUJHB013425	146	38	232	39	36	34	49	41	43	132	74	182
CQUJHB013963	40	16	81	2	17	2	2	22	0	120	21	34
CQUJHB008818	307	195	364	181	233	204	192	208	140	526	334	400
CQUJHB017280	25	9	56	9	23	7	0	29	33	88	33	73
CQUJHB015270	1260	267	2422	247	498	318	249	486	282	1714	667	1660
CQUJHB002698	218	10	523	24	73	29	11	91	16	353	96	304
CQUJHB015564	41	29	88	25	47	27	37	42	4	49	24	26
CQUJHB014240	208	30	409	26	65	21	34	67	45	229	172	297
CQUJHB016948	285	330	363	252	168	353	188	460	121	596	193	317
CQUJHB000164	0	0	1	0	0	0	0	0	0	1	0	0
CQUJHB002585	11	0	13	0	0	0	0	1	0	6	3	2
CQUJHB018475	0	0	3	0	2	0	0	1	0	3	1	2
CQUJHB016553	3549	843	5912	855	1628	697	769	1402	1392	6579	4231	4083
CQUJHB009651	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000063	0	0	1	0	0	2	0	0	0	0	0	0
CQUJHB013252	116	89	116	60	113	31	3	128	59	182	159	123
CQUJHB015709	2711	917	4648	803	1240	699	833	988	1211	5169	3770	3671
CQUJHB017499	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006158	1054	167	1292	271	480	259	308	410	305	1511	960	637
CQUJHB014342	311	696	375	339	361	310	470	483	346	438	454	509
CQUJHB001113	477	125	952	192	277	151	192	193	236	887	664	799
CQUJHB011620	4112	1638	3165	3351	1969	3264	997	3011	622	5517	2360	3782
CQUJHB003696	85	18	45	25	85	10	27	25	9	59	44	35
CQUJHB016803	3217	995	3271	1288	1174	2639	1204	1286	889	4478	2340	2748
CQUJHB001632	10	0	12	1	4	0	0	3	0	10	15	1
CQUJHB009125	63	8	90	70	37	16	12	6	17	32	107	96
CQUJHB007854	300	72	417	74	99	66	124	205	116	429	302	315
CQUJHB008778	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008575	281	145	291	96	145	208	161	130	84	276	246	223
CQUJHB012041	104	4	14	11	30	10	4	44	9	8	10	21
CQUJHB012715	659	215	1127	132	346	201	316	417	153	880	682	1487
CQUJHB012043	46	13	95	11	21	18	62	22	8	101	70	54
CQUJHB000260	326	149	329	238	193	100	92	240	105	330	244	276
CQUJHB017145	150	113	191	94	129	42	30	116	49	236	195	171
CQUJHB018036	7	0	3	0	0	1	0	0	0	16	1	3
CQUJHB009882	3	0	0	0	1	0	0	3	0	4	4	0
CQUJHB020261	2	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020391	1	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020290	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013847	6	0	1	0	6	1	3	3	7	0	8	1
CQUJHB004285	394	58	574	82	118	68	192	64	142	775	493	440
CQUJHB005380	12	0	5	0	0	1	0	0	0	15	15	0
CQUJHB008083	73	62	52	42	48	39	0	198	13	50	23	55
CQUJHB009102	58	15	19	13	29	8	0	6	10	170	98	0
CQUJHB007086	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020260	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB018477	0	0	7	0	0	0	0	1	0	0	1	2
CQUJHB017346	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008185	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017712	200	0	0	0	0	0	0	1	0	232	175	0
CQUJHB014283	83	0	21	6	18	1	0	11	14	16	18	13
CQUJHB005725	5524	1246	1554	1001	1854	382	344	1370	881	2748	2059	1709
CQUJHB013451	35	0	4	0	4	0	0	3	10	3	22	9
CQUJHB002021	340	145	254	184	222	248	107	269	25	445	194	186
CQUJHB010847	318	154	319	155	146	115	70	241	112	399	271	249
CQUJHB013136	602	185	996	128	330	195	227	335	192	926	674	615
CQUJHB000154	1668	238	3405	358	809	569	195	724	301	3200	1625	1239
CQUJHB016134	73686	37240	76491	43653	60676	37299	40351	66989	38446	97291	64452	95891
CQUJHB017205	310	101	340	106	154	111	78	225	78	468	293	418
CQUJHB013222	416	123	399	137	132	185	100	210	96	518	362	523
CQUJHB017309	1880	350	1510	420	635	553	377	743	370	1743	1021	1416
CQUJHB002706	111	40	136	7	25	64	409	29	40	355	51	186
CQUJHB012444	173	12	128	20	54	23	12	58	21	213	126	128
CQUJHB015241	300	71	244	49	64	78	67	122	74	355	199	235
CQUJHB002116	25	1	35	0	0	0	5	5	9	11	26	24
CQUJHB003784	137	29	308	73	67	88	98	45	51	277	243	281
CQUJHB015481	1536	413	2842	689	754	547	655	567	956	2473	2093	2156
CQUJHB006831	157	12	267	25	41	11	1	24	63	123	138	219
CQUJHB007557	38	18	32	9	26	8	5	52	32	53	27	63
CQUJHB006828	122	53	155	49	81	26	9	90	43	210	122	100
CQUJHB005902	29223	5687	18196	10374	6707	10875	6570	9041	3895	36227	20981	15436
CQUJHB007307	358	86	380	119	164	100	102	141	57	465	303	397
CQUJHB001989	5664	2857	5430	1878	3095	1935	2154	3685	1982	5972	4903	7243
CQUJHB016388	451	6	197	35	39	16	41	16	19	1248	594	54
CQUJHB007649	283	258	76	62	83	54	2	1088	23	169	18	21
CQUJHB003005	1352	443	75	322	69	1301	142	610	81	2799	119	193
CQUJHB016021	803	2342	166	1519	296	4142	1121	3690	455	909	104	490
CQUJHB013933	157	33	120	42	65	179	29	75	47	249	154	73
CQUJHB004185	2404	360	1309	418	677	1453	369	668	301	3447	1731	1196
CQUJHB014243	648	118	848	570	842	1945	551	1320	89	417	182	619
CQUJHB011434	203	208	380	228	216	92	127	255	151	424	311	413
CQUJHB016471	306	256	181	170	266	123	40	431	277	310	298	286
CQUJHB015020	38	17	37	19	34	17	0	49	12	34	36	45
CQUJHB016365	30	10	19	1	6	3	44	10	2	40	20	18
CQUJHB016702	0	1	4	0	1	0	1	0	0	2	1	0
CQUJHB010575	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010749	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010852	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004755	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010492	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009714	0	0	2	0	0	0	0	0	0	0	0	11
CQUJHB002174	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013862	0	0	0	1	0	0	0	0	0	0	0	7
CQUJHB010941	2087	835	1841	1059	1272	920	607	1551	598	2002	1450	2296
CQUJHB008436	518	168	1056	297	152	175	137	151	190	1027	735	554
CQUJHB012352	2612	287	1608	2	1069	369	2362	1937	291	778	5112	2864
CQUJHB015923	187	58	217	85	103	92	62	78	45	292	165	141
CQUJHB009779	496	136	415	220	170	228	129	403	77	582	263	455
CQUJHB006449	237	226	265	322	278	171	100	269	129	301	260	351
CQUJHB014520	281	48	368	64	120	52	71	124	79	313	204	266
CQUJHB016618	423	164	501	136	323	74	4	444	140	540	552	421
CQUJHB000207	504	223	796	332	293	278	335	271	216	866	622	675
CQUJHB000973	18	10	11	8	8	1	7	11	13	21	22	10
CQUJHB010841	706	628	638	416	669	249	14	976	382	663	723	697
CQUJHB011710	637	188	484	151	180	342	130	306	112	898	435	606
CQUJHB016084	259	103	165	98	126	46	43	176	98	229	113	137
CQUJHB013442	532	449	740	325	392	221	317	435	259	859	742	1001
CQUJHB014679	20	4	32	2	13	5	70	11	8	16	13	53
CQUJHB018119	2	5	11	0	0	3	8	0	0	8	12	6
CQUJHB015655	1853	855	2417	1124	1234	915	783	1259	610	2457	1737	2780
CQUJHB001004	1569	363	2331	291	548	271	295	673	558	2078	1691	1638
CQUJHB003510	23146	10104	28193	14890	10103	10631	10825	12487	8656	26696	19333	29645
CQUJHB009676	1279	444	1680	399	540	513	521	744	320	1733	1340	1604
CQUJHB012957	39	0	39	0	5	1	0	2	0	21	5	42
CQUJHB002760	8	0	8	0	3	0	3	3	10	8	3	26
CQUJHB006108	244	112	329	107	197	30	36	32	169	684	400	254
CQUJHB007322	561	288	639	222	287	103	72	600	86	221	237	378
CQUJHB002109	2012	153	1828	189	333	176	215	213	297	4555	2255	1023
CQUJHB016316	4	7	1	0	5	2	3	6	0	8	5	9
CQUJHB010652	1	0	5	2	0	2	2	0	0	8	7	0
CQUJHB013660	1	0	7	0	0	0	1	0	0	19	9	0
CQUJHB008373	317	43	404	114	143	54	30	113	103	308	225	278
CQUJHB002065	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013650	1604	216	1122	257	557	331	347	555	442	1456	1028	1300
CQUJHB007190	125	22	121	39	36	28	19	47	47	157	128	88
CQUJHB017353	313	125	316	78	154	80	84	177	121	361	283	316
CQUJHB008000	514	248	626	175	454	186	659	463	175	508	766	769
CQUJHB011381	0	1	4	3	1	11	1	1	0	2	2	3
CQUJHB016715	1	0	0	0	0	0	0	0	1	1	0	3
CQUJHB001065	222	47	269	60	92	54	85	63	46	301	158	253
CQUJHB013409	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015465	5	0	12	0	3	0	27	0	0	15	0	14
CQUJHB015146	19	2	15	1	12	4	3	7	0	12	10	18
CQUJHB004946	5017	269	1035	257	239	349	193	282	173	13794	4842	392
CQUJHB004271	6	0	0	0	1	0	0	0	0	4	1	0
CQUJHB005899	245	69	180	84	133	70	6	203	66	235	154	134
CQUJHB002854	201	129	241	172	87	165	156	112	49	267	189	299
CQUJHB004194	1028	2	2793	1	1	1148	3	16	0	1532	458	177
CQUJHB007592	13104	0	2573	4	0	158	1	1	0	5730	3598	0
CQUJHB002113	34	3	32	35	8	0	1	17	0	26	22	19
CQUJHB004172	35	2	14	5	5	1	0	20	12	18	25	9
CQUJHB018370	243	64	227	78	135	74	37	180	39	294	186	221
CQUJHB002659	1672	532	2851	596	1093	469	543	756	913	3173	2541	2467
CQUJHB015188	115	26	84	39	33	18	25	44	1	107	71	102
CQUJHB009781	165	28	172	32	49	16	14	58	85	194	171	118
CQUJHB015666	228	69	231	75	80	65	64	112	81	266	208	212
CQUJHB013806	3269	896	3760	1526	1333	1564	1428	1645	734	3737	3053	3330
CQUJHB007865	2393	642	3435	499	1119	382	641	640	1253	3959	3192	2301
CQUJHB008476	2057	348	1407	662	169	423	201	525	152	2779	897	390
CQUJHB014354	2423	615	4421	851	1127	705	680	767	1016	4778	3487	2561
CQUJHB007505	552	415	803	342	386	236	293	305	384	855	882	938
CQUJHB000486	34	0	15	0	6	1	2	4	8	16	13	8
CQUJHB000562	32792	2363	10579	3997	5176	2419	2576	3386	2947	13859	8005	11679
CQUJHB004085	1073	246	880	585	348	191	226	184	199	1358	920	1008
CQUJHB014383	4141	6277	1919	240	2753	487	7507	6615	4576	2043	4442	9708
CQUJHB012909	316	98	436	92	137	69	100	117	136	415	344	383
CQUJHB004733	2	0	4	0	0	0	0	0	0	4	0	7
CQUJHB002519	8	0	4	0	0	0	4	0	0	7	0	10
CQUJHB012077	16	5	3	0	8	6	5	5	0	5	1	1
CQUJHB010511	9537	1012	8094	915	2382	545	2753	2623	1949	13102	8795	5012
CQUJHB013844	3545	9	1582	21	102	149	19	268	17	3279	1109	1033
CQUJHB005083	50	34	41	17	49	17	25	59	31	68	66	35
CQUJHB013045	128	19	121	27	50	22	39	64	52	124	112	131
CQUJHB014686	2	1	5	0	0	2	0	0	0	11	6	0
CQUJHB009079	37	5	69	6	5	2	10	5	17	83	17	23
CQUJHB014671	10	0	10	0	0	0	2	2	0	6	2	10
CQUJHB011600	1533	349	3566	317	465	283	755	621	330	1846	2007	2397
CQUJHB017668	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012933	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004637	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008528	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000415	190	35	276	46	106	68	88	79	98	391	230	269
CQUJHB007062	807	58	808	145	168	253	225	129	128	1269	565	437
CQUJHB008805	173	96	69	10	42	50	75	72	28	181	63	139
CQUJHB001138	6	0	16	0	0	1	2	2	7	11	10	20
CQUJHB002053	350	24	102	21	43	10	15	37	28	299	61	56
CQUJHB014590	976	428	798	488	568	345	441	667	263	835	861	1071
CQUJHB007579	10	0	18	0	5	0	0	2	31	25	14	43
CQUJHB002245	1025	61	1616	80	166	204	245	186	213	1114	587	658
CQUJHB003003	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013076	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002016	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014895	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014109	0	0	1	0	0	0	0	0	1	2	0	0
CQUJHB008622	339	32	357	81	189	54	32	57	119	752	374	191
CQUJHB015245	2	0	7	0	0	1	0	0	0	1	0	0
CQUJHB004062	0	3	0	26	0	3	0	0	0	0	2	0
CQUJHB006660	3	0	2	0	0	0	0	0	0	2	1	1
CQUJHB017518	4	0	4	0	0	0	0	1	0	7	0	5
CQUJHB000156	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB017976	25	0	21	0	0	8	9	4	0	30	8	20
CQUJHB004250	0	2	2	0	0	0	6	2	0	3	2	2
CQUJHB006465	2	3	5	4	7	0	0	0	0	5	1	10
CQUJHB007523	4610	2785	4234	3404	4159	1409	1362	3197	1525	5725	3231	6571
CQUJHB006817	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020271	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017532	0	0	0	0	0	0	0	0	15	0	0	0
CQUJHB015919	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020285	0	0	0	0	0	0	0	0	0	2	0	0
CQUJHB010276	0	0	0	2	0	0	0	0	0	0	0	0
CQUJHB018473	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000377	3959	12	2267	14	962	313	2410	1585	313	951	8150	4516
CQUJHB004725	7	0	3	0	0	0	1	0	0	3	0	6
CQUJHB008529	2	0	1	0	1	0	0	1	0	0	5	0
CQUJHB014941	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB006306	55	14	39	40	58	13	10	56	18	23	26	46
CQUJHB003905	81	321	256	176	391	81	18	338	307	40	165	506
CQUJHB015503	1	1	6	8	2	5	1	4	0	3	3	7
CQUJHB017359	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007907	256	91	452	74	156	97	95	119	253	577	422	470
CQUJHB014987	2371	958	1423	767	534	858	613	1209	383	2551	1360	1758
CQUJHB011253	2153	259	1485	239	477	289	448	436	422	3305	1671	1274
CQUJHB007518	3153	437	2275	364	621	564	906	767	514	5568	3787	1562
CQUJHB017675	2345	233	2135	237	562	274	436	601	495	3951	2428	1505
CQUJHB000149	185	13	250	19	60	61	53	32	10	168	71	142
CQUJHB009643	197	21	340	38	56	127	96	56	26	196	77	143
CQUJHB010562	7	5	8	1	6	0	10	6	0	3	7	0
CQUJHB014619	34	0	69	0	1	4	0	1	0	35	6	15
CQUJHB009466	147	114	240	72	74	70	43	136	83	207	239	211
CQUJHB009766	2480	586	2610	1180	1053	1354	1034	1322	714	2672	1838	2417
CQUJHB004398	1004	307	1238	174	726	367	555	766	647	1490	783	953
CQUJHB015195	982	238	1195	228	438	306	330	464	247	1109	766	896
CQUJHB001498	0	2	0	0	0	0	2	0	0	0	1	0
CQUJHB015810	107	34	157	48	57	23	22	56	73	190	128	164
CQUJHB009639	4306	1842	3875	1656	1229	2041	1940	2880	1074	7255	3684	3339
CQUJHB018039	430	217	626	445	220	161	174	204	172	764	538	476
CQUJHB011411	109	106	134	56	78	95	152	232	74	125	84	224
CQUJHB016284	413	420	391	232	634	337	575	1111	405	201	354	821
CQUJHB015826	65	11	58	35	46	48	24	56	0	69	47	5
CQUJHB017394	98	169	50	268	37	232	169	297	24	28	18	195
CQUJHB015282	683	206	803	298	268	337	313	373	165	909	501	669
CQUJHB017700	1085	191	903	879	204	330	336	180	227	1352	586	607
CQUJHB002068	0	0	2	0	1	2	2	1	0	3	0	0
CQUJHB013290	68	0	88	0	0	1	1	4	0	44	5	40
CQUJHB010195	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003568	157	13	58	48	75	27	126	50	34	92	154	65
CQUJHB011797	27	28	39	29	34	16	17	16	9	41	41	32
CQUJHB003644	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB002843	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001182	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017988	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001122	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017182	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002564	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001520	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012287	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014349	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011162	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017415	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014519	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005955	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009046	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011983	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB001024	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016407	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007376	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006526	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001056	108	33	19	52	44	46	25	89	38	79	31	99
CQUJHB000378	3	0	0	0	0	0	0	0	0	0	1	0
CQUJHB000361	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004579	0	0	0	0	0	0	0	0	0	5	1	0
CQUJHB010704	2	0	0	0	0	0	0	1	0	0	0	0
CQUJHB004556	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004985	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008936	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003932	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011398	1477	139	1975	98	183	411	444	216	287	1931	1103	743
CQUJHB003326	6486	1213	5544	1987	1624	1813	1691	2115	1504	5642	3770	4168
CQUJHB009448	82	18	59	12	23	18	9	36	20	59	26	34
CQUJHB011631	30	9	24	16	8	9	12	20	33	51	35	46
CQUJHB012072	178	79	252	70	102	123	77	150	27	200	130	134
CQUJHB013338	3278	2879	4529	4157	2589	2064	2183	2636	1411	3356	3144	7380
CQUJHB013846	103899	22328	105101	21857	43594	23183	14569	34870	31298	89657	74246	127698
CQUJHB015744	3	0	0	0	0	0	0	0	0	2	0	0
CQUJHB001087	198	16	85	6	272	81	19	68	87	280	176	212
CQUJHB016531	11	0	13	0	2	1	1	1	0	34	5	7
CQUJHB002354	1	0	0	0	0	18	7	2	0	4	10	0
CQUJHB007900	5	0	3	0	0	0	1	5	0	6	4	5
CQUJHB001603	1	1	2	0	3	1	2	1	0	1	1	2
CQUJHB015008	4956	9894	6717	10790	3264	8593	3592	7615	2924	4062	2853	9857
CQUJHB001244	396	336	281	383	339	349	341	499	274	378	295	458
CQUJHB005020	208	261	237	292	176	167	172	185	74	230	210	360
CQUJHB010264	67	20	114	30	35	22	14	45	29	124	84	56
CQUJHB018053	1162	274	1932	334	496	323	548	437	600	1747	1250	1236
CQUJHB018181	3142	288	8107	399	1065	848	1834	882	715	5919	4705	3929
CQUJHB002486	2	0	0	1	0	0	0	0	0	3	1	0
CQUJHB001876	1280	207	1090	67	355	289	218	372	247	2494	1111	948
CQUJHB006187	14978	127	5295	260	307	870	267	327	89	29185	14801	1471
CQUJHB001735	6724	50	2375	294	379	357	666	776	108	14484	6596	1516
CQUJHB003514	3750	528	8703	418	492	659	637	855	437	7824	5446	1573
CQUJHB007279	909	3	1445	9	133	298	672	933	5	901	246	1743
CQUJHB010382	120	6	90	49	34	8	20	32	19	122	51	50
CQUJHB013176	0	0	0	3	1	0	0	0	0	0	0	0
CQUJHB012115	1383	395	1507	358	721	439	510	707	529	1875	1250	1651
CQUJHB012482	277	137	240	259	214	79	98	174	129	227	184	265
CQUJHB008110	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010121	2	2	8	2	0	1	1	2	0	10	0	6
CQUJHB010212	949	2467	974	5087	1174	3081	1273	2097	615	225	793	2303
CQUJHB001465	954	85	1041	92	117	68	217	49	131	1745	959	216
CQUJHB004993	844	43	919	31	90	59	257	52	214	1696	705	571
CQUJHB007725	2	0	4	1	0	1	0	0	0	3	1	8
CQUJHB011956	121	4	101	14	20	12	9	13	1	95	56	31
CQUJHB018419	90	34	43	9	17	31	39	32	11	89	25	76
CQUJHB012068	13768	11377	11329	4195	8991	5698	8302	16400	8896	14812	12768	17172
CQUJHB003028	586	131	1055	199	221	115	196	128	188	1130	771	735
CQUJHB003616	225	40	233	65	81	54	68	67	46	334	178	223
CQUJHB009239	363	291	514	271	228	177	210	219	119	733	539	587
CQUJHB004048	319	56	584	27	96	51	314	148	206	597	784	482
CQUJHB012091	15	2	12	1	1	3	3	0	10	8	0	17
CQUJHB012363	1	0	0	1	0	0	0	0	0	0	1	0
CQUJHB018004	0	0	10	0	0	4	1	0	0	5	1	1
CQUJHB003716	283	93	419	73	148	111	82	188	152	479	273	334
CQUJHB011765	370	88	796	112	135	101	172	112	270	694	588	624
CQUJHB011324	41	40	45	104	101	15	19	156	49	24	60	240
CQUJHB009704	6	0	1	0	0	1	1	0	0	5	0	0
CQUJHB014413	2	0	5	0	0	2	0	0	0	14	0	8
CQUJHB000120	3	0	6	0	0	0	0	0	0	9	0	0
CQUJHB018138	9	0	15	0	0	6	7	2	0	19	8	2
CQUJHB007655	0	12	5	9	2	7	12	4	2	55	0	0
CQUJHB015065	319	32	361	21	61	34	204	54	124	402	217	181
CQUJHB010855	0	0	0	4	0	0	2	0	0	0	0	0
CQUJHB018136	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007364	81	155	104	121	176	61	58	334	46	4	41	169
CQUJHB012259	495	85	442	75	67	94	522	128	37	294	22	146
CQUJHB015852	1121	921	461	577	576	1251	433	2126	463	948	222	896
CQUJHB016366	216	206	210	345	278	115	20	138	292	45	163	915
CQUJHB010227	445	167	235	217	164	223	111	222	87	313	201	292
CQUJHB016168	14	4	9	3	3	3	76	1	0	24	7	14
CQUJHB011826	185	23	336	25	77	32	20	67	84	299	245	220
CQUJHB009719	0	3	9	0	2	0	1	0	0	9	0	0
CQUJHB015696	2373	994	3835	1048	1081	918	1305	1173	1011	4046	2728	2808
CQUJHB002739	252	48	322	54	90	102	63	132	93	335	255	273
CQUJHB002031	4909	606	4411	352	3501	781	500	1103	2222	4120	4383	7410
CQUJHB003855	195	69	274	92	48	122	75	117	58	338	170	301
CQUJHB008034	206	184	185	170	139	99	115	149	78	240	280	415
CQUJHB006661	199	4	224	8	87	50	118	110	65	229	180	467
CQUJHB001624	2237	1368	4137	2401	2029	882	822	972	1717	3905	3331	3990
CQUJHB004924	60	40	59	33	63	23	42	81	54	80	97	120
CQUJHB011691	786	235	1126	358	271	318	722	247	210	1324	1030	828
CQUJHB016150	2	0	4	0	0	0	1	1	0	1	1	7
CQUJHB011871	19	144	29	129	34	34	64	2	11	12	23	92
CQUJHB010093	14	10	44	49	13	14	86	2	0	64	34	39
CQUJHB014335	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011742	162	374	103	500	144	798	140	18	1	135	73	289
CQUJHB020405	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020313	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020424	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020398	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020318	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002173	282	61	480	214	254	155	83	84	72	607	387	257
CQUJHB011232	3	0	0	1	0	0	0	0	0	0	0	0
CQUJHB015181	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007417	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003032	1290	452	1996	491	714	507	754	624	679	2346	1436	1294
CQUJHB003018	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009495	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007548	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008398	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001503	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016508	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003940	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB000116	2	0	0	0	0	2	2	0	0	0	2	0
CQUJHB018375	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013270	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016738	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015792	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002162	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002889	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012255	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011949	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005818	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000762	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017769	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005743	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006906	1155	1114	1116	211	1134	360	528	1557	904	1220	1181	2205
CQUJHB009717	88	20	125	15	22	23	18	32	75	120	74	85
CQUJHB016833	529	190	600	226	355	293	247	460	195	802	493	715
CQUJHB014052	3	0	6	0	0	0	1	2	0	2	5	3
CQUJHB017257	1	0	0	0	0	0	0	0	0	0	0	1
CQUJHB001306	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016720	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015303	645	189	689	159	250	400	219	395	230	887	411	654
CQUJHB006009	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010803	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016198	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000808	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010381	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017661	0	0	0	0	0	0	0	0	0	0	0	0
