GeneID	controlF_rep2	PE60F_rep2	PE60F_rep1	PE200F_rep2	PE600F_rep2	PE600F_rep3	PE60F_rep3	PE200F_rep3	controlF_rep3	PE200F_rep1	PE600F_rep1	controlF_rep1
CQUJHB007451	1551	4268	631	2557	1646	1046	1199	468	486	1057	3711	1854
CQUJHB007611	11	86	11	15	3	0	20	3	5	4	0	36
CQUJHB012385	129	167	143	131	202	57	276	62	105	299	22	102
CQUJHB011123	8736	6799	3014	5090	8506	4699	5663	1450	1494	3402	9053	6374
CQUJHB010098	84	92	57	42	40	32	52	1	14	23	64	53
CQUJHB012573	3	0	0	0	0	0	0	0	2	0	2	0
CQUJHB017889	352	403	198	436	380	365	355	195	186	311	328	300
CQUJHB015546	47	34	12	23	18	16	12	7	6	3	19	29
CQUJHB011946	96	102	61	78	39	67	119	14	11	60	50	75
CQUJHB005218	581	243	86	260	201	130	226	76	81	151	428	206
CQUJHB014997	231	208	70	205	160	200	173	57	22	58	305	280
CQUJHB000358	9	11	7	7	14	6	0	0	0	4	16	7
CQUJHB002877	61	88	24	37	28	22	29	8	17	8	45	54
CQUJHB013510	271	386	163	235	194	129	255	80	84	213	189	208
CQUJHB010464	1097	1526	909	1222	1241	706	1561	394	570	1294	634	782
CQUJHB008702	59	92	13	74	35	52	56	12	19	97	53	33
CQUJHB002660	933	2297	712	1467	1275	792	1264	489	524	1760	958	1420
CQUJHB015331	17	0	0	30	51	5	50	0	0	0	3	28
CQUJHB012673	17	44	12	38	17	24	7	11	6	27	31	23
CQUJHB005400	840	866	235	715	444	420	627	141	203	401	526	541
CQUJHB006613	0	0	0	0	0	6	0	0	0	0	0	4
CQUJHB000660	0	0	0	0	1	0	0	0	0	31	0	0
CQUJHB007341	616	1072	339	804	602	673	1063	246	111	863	910	1638
CQUJHB007885	0	14	2	9	13	12	24	3	5	5	2	5
CQUJHB016901	84	53	25	55	48	43	32	19	13	31	72	70
CQUJHB002269	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002401	11	12	3	3	8	0	8	2	10	3	3	5
CQUJHB016281	703	824	479	737	869	372	689	384	475	983	374	404
CQUJHB011717	20	33	4	9	24	5	21	0	9	6	0	0
CQUJHB015353	592	560	181	347	246	335	395	116	132	263	532	415
CQUJHB000676	11	13	26	25	20	11	52	4	17	21	1	6
CQUJHB016432	0	1	1	0	0	2	0	0	0	0	5	0
CQUJHB014570	98	36	54	112	136	20	138	46	29	29	64	58
CQUJHB014339	30	6	16	22	28	20	13	7	17	38	8	25
CQUJHB009393	45	98	23	45	18	1	36	20	13	17	45	23
CQUJHB013404	717	1081	513	929	1029	551	1104	326	390	808	501	601
CQUJHB000233	0	0	0	6	0	0	2	0	1	0	1	1
CQUJHB014536	0	7	0	0	0	5	0	0	0	0	9	0
CQUJHB005032	139	262	228	165	231	72	392	52	148	287	40	155
CQUJHB011314	3	11	0	1	8	7	5	0	0	4	7	9
CQUJHB014809	117	130	51	154	118	127	123	47	45	60	247	76
CQUJHB011615	0	2	3	0	0	8	0	7	2	0	0	0
CQUJHB009172	59	48	34	34	19	26	15	9	13	30	12	24
CQUJHB011503	1105	1105	1806	882	893	219	1305	476	688	834	637	1278
CQUJHB004601	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010321	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001883	1697	1027	1161	1089	1479	1135	1881	813	556	1211	529	551
CQUJHB014738	131	156	140	150	206	120	219	59	75	180	88	160
CQUJHB011897	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011207	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015638	217	74	64	112	89	7	120	45	48	81	86	71
CQUJHB007921	24	66	13	65	19	21	26	0	5	15	72	18
CQUJHB013162	715	1087	503	1117	1078	603	971	311	283	781	781	653
CQUJHB011393	1	0	0	0	3	0	0	0	0	5	6	6
CQUJHB013723	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007789	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015762	0	0	1	0	0	0	0	0	0	0	0	3
CQUJHB007778	20	30	0	11	6	10	11	3	1	4	16	13
CQUJHB004868	534	846	344	581	511	453	470	115	185	297	598	427
CQUJHB010657	1	0	0	1	0	0	10	0	0	0	0	0
CQUJHB007554	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017523	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB018083	4	0	0	4	0	0	0	0	0	0	3	2
CQUJHB006438	0	2	0	0	0	0	0	0	0	0	0	0
CQUJHB008888	0	8	0	0	0	0	0	0	0	0	0	0
CQUJHB011923	8	6	7	0	0	0	4	2	2	0	0	3
CQUJHB007133	84	56	72	86	56	48	89	24	18	110	45	44
CQUJHB015833	550	503	129	434	267	191	392	108	94	391	298	217
CQUJHB010008	96	158	60	131	54	97	35	19	42	49	67	65
CQUJHB004710	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002658	938	758	546	915	884	788	944	586	476	795	488	659
CQUJHB007167	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011004	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014327	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011824	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012180	0	0	0	0	0	0	0	0	0	0	0	4
CQUJHB006676	28	16	4	7	15	0	10	3	0	2	34	19
CQUJHB007457	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002230	6	6	14	19	14	6	15	0	7	4	2	11
CQUJHB014797	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007603	0	0	0	0	0	0	0	0	0	1	4	0
CQUJHB007274	4	0	1	0	0	0	5	0	0	0	0	0
CQUJHB010807	0	0	0	0	0	0	0	0	0	0	0	2
CQUJHB017705	8	0	11	0	11	6	41	2	2	4	0	0
CQUJHB006243	3	0	3	3	0	5	23	2	1	2	0	8
CQUJHB011441	1	9	1	1	11	2	0	1	3	3	0	0
CQUJHB007047	95	90	145	208	141	271	185	98	116	115	124	109
CQUJHB009174	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013559	36	75	31	51	59	19	31	6	13	40	75	51
CQUJHB008923	183	136	214	217	147	203	379	123	136	164	147	218
CQUJHB015440	202	191	50	110	120	100	115	35	55	61	224	132
CQUJHB011273	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015670	49	22	21	13	29	3	33	10	13	21	54	26
CQUJHB008006	274	157	54	92	86	81	127	36	17	85	154	173
CQUJHB009088	205	129	27	45	13	95	49	7	36	16	336	87
CQUJHB016634	1211	1448	557	1026	1328	942	947	490	547	689	991	802
CQUJHB011400	838	713	237	705	485	418	728	153	158	470	533	324
CQUJHB004563	30	64	45	61	72	34	50	3	13	72	47	128
CQUJHB005852	27	49	8	19	8	18	18	3	12	12	11	67
CQUJHB011532	0	0	0	3	0	0	0	0	0	0	0	4
CQUJHB018327	1270	2431	614	1714	1459	798	923	381	354	756	988	1098
CQUJHB012899	0	0	2	3	2	0	4	0	0	23	5	0
CQUJHB001095	36	49	22	33	44	0	78	8	8	65	8	32
CQUJHB005997	10	73	12	17	18	0	22	1	10	15	3	36
CQUJHB000586	109	257	54	221	191	53	120	43	63	134	43	109
CQUJHB008769	81	481	154	249	327	82	193	46	33	112	255	319
CQUJHB013090	97	600	121	179	236	110	256	53	34	275	109	175
CQUJHB006469	0	0	4	0	0	9	7	3	0	23	0	0
CQUJHB009660	29	102	14	80	10	52	23	16	11	52	36	33
CQUJHB008146	622	680	428	551	731	338	858	203	266	876	399	350
CQUJHB015318	157	128	86	92	106	38	121	24	34	139	80	99
CQUJHB012507	28	45	7	37	7	7	22	6	2	4	42	34
CQUJHB010042	62	115	15	36	48	48	31	21	14	34	54	48
CQUJHB017965	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000439	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009015	20	21	44	23	29	7	41	12	11	42	6	6
CQUJHB012510	24	11	8	6	9	23	4	8	5	0	27	6
CQUJHB006666	105	85	110	89	110	34	163	38	52	163	63	73
CQUJHB017456	849	1683	778	1371	1060	1105	784	730	499	1299	1054	969
CQUJHB010931	40	48	22	26	30	24	32	7	12	33	23	13
CQUJHB013365	85	263	64	68	107	31	63	16	4	97	98	76
CQUJHB008447	4	8	0	2	0	0	6	0	0	8	0	11
CQUJHB016736	18	0	7	1	0	0	0	5	0	0	6	4
CQUJHB008628	35	28	24	34	44	28	30	10	20	31	19	19
CQUJHB017490	93	296	99	209	189	26	188	33	38	254	114	263
CQUJHB006624	126	112	46	67	49	56	62	16	13	81	110	98
CQUJHB010365	33	39	22	16	34	9	44	10	33	39	16	24
CQUJHB015973	44	42	12	21	34	2	37	4	9	17	20	24
CQUJHB011326	227	190	37	179	131	89	110	29	22	34	127	139
CQUJHB004524	178	84	23	55	53	47	80	16	31	52	149	66
CQUJHB007303	596	658	214	505	315	302	452	122	97	391	429	543
CQUJHB001821	7	9	4	3	20	1	13	4	2	6	27	20
CQUJHB004377	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011559	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013624	933	1273	837	1124	1226	754	692	456	418	918	895	1211
CQUJHB015776	789	1079	864	1058	1017	716	1254	396	448	850	725	1085
CQUJHB014979	0	0	0	0	0	0	0	0	0	0	0	8
CQUJHB018367	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009613	91	61	23	42	22	55	27	12	14	52	73	24
CQUJHB007963	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012907	0	0	0	0	0	0	0	0	0	0	1	0
CQUJHB017711	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011496	9	12	5	8	7	6	1	2	3	14	13	7
CQUJHB005685	684	548	228	547	286	368	418	186	157	272	322	284
CQUJHB006625	590	698	503	683	721	661	847	361	309	456	522	691
CQUJHB016555	0	0	0	0	0	0	0	1	0	0	0	0
CQUJHB000252	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011210	3	8	1	4	0	2	0	7	3	0	17	3
CQUJHB006450	245	180	326	256	161	290	349	119	123	231	254	185
CQUJHB014962	11	26	3	14	3	26	10	1	5	2	9	11
CQUJHB005207	134	71	34	40	61	39	61	24	15	17	115	104
CQUJHB003994	38	65	61	34	73	31	86	10	14	72	31	52
CQUJHB009112	63	30	6	0	13	12	27	3	4	14	43	34
CQUJHB010026	311	387	278	252	362	193	622	100	184	298	157	294
CQUJHB006366	456	474	348	417	603	210	440	207	313	519	315	525
CQUJHB002776	0	4	0	0	0	0	0	0	0	0	0	0
CQUJHB000293	31	107	25	70	47	35	55	3	19	61	38	38
CQUJHB009990	119	94	34	68	44	47	56	26	24	12	62	44
CQUJHB003995	339	176	78	137	147	126	142	55	44	89	297	173
CQUJHB010325	0	0	1	3	5	0	0	2	0	4	0	0
CQUJHB015572	185	103	170	184	140	112	214	50	63	314	150	157
CQUJHB004252	4	0	0	2	0	0	0	1	0	0	2	7
CQUJHB005658	1	0	4	0	0	11	4	0	0	5	0	6
CQUJHB013118	246	447	154	168	255	115	320	104	102	171	157	191
CQUJHB011492	31	46	22	41	19	7	37	11	9	29	50	36
CQUJHB010566	0	7	0	0	1	0	0	0	0	0	0	1
CQUJHB005252	6	0	8	5	2	4	0	5	2	12	11	4
CQUJHB017008	45	57	7	1	21	12	4	0	2	3	10	2
CQUJHB007090	2	0	2	0	0	0	0	0	0	0	0	0
CQUJHB009810	3	41	0	8	21	7	8	9	8	0	0	0
CQUJHB017673	5	1	1	0	0	0	10	0	1	0	9	4
CQUJHB000376	1612	1077	1400	1788	1352	1385	2618	646	803	1259	1070	1179
CQUJHB017614	19	60	37	51	58	49	72	33	19	28	6	24
CQUJHB003353	128	101	49	70	70	58	157	24	29	109	87	96
CQUJHB015510	67	67	10	29	29	17	24	5	15	24	65	34
CQUJHB000025	653	642	362	567	536	397	646	230	203	567	454	489
CQUJHB018338	144	103	26	67	95	51	105	33	29	40	96	48
CQUJHB008017	0	5	2	8	4	3	7	0	4	5	9	99
CQUJHB013348	0	9	2	5	0	8	0	3	0	0	5	3
CQUJHB004743	1033	1837	386	1109	1073	628	864	429	556	858	987	964
CQUJHB002584	132	100	76	108	83	82	99	23	44	95	96	98
CQUJHB007668	76	47	16	58	49	49	63	16	37	59	74	53
CQUJHB002958	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB018061	852	3295	727	1489	1434	638	1099	305	391	2820	1174	2202
CQUJHB009649	3	0	0	0	2	0	0	0	0	0	0	0
CQUJHB012013	1801	1861	634	1523	1155	1231	1174	633	603	1390	1671	958
CQUJHB003546	10	0	1	9	10	15	0	0	2	7	5	3
CQUJHB011817	42	44	41	53	31	19	55	21	20	21	36	35
CQUJHB017444	538	469	380	534	471	492	509	222	390	462	477	378
CQUJHB007123	32	75	0	60	28	60	5	22	1	7	52	18
CQUJHB006383	39	30	21	44	19	19	13	15	8	18	12	5
CQUJHB008388	0	0	5	1	11	0	0	4	1	3	2	0
CQUJHB004378	8	16	11	10	11	0	3	1	8	8	9	6
CQUJHB014766	41	69	68	68	21	18	38	9	26	18	0	22
CQUJHB002934	116	138	35	96	61	89	56	19	5	42	308	75
CQUJHB002414	59	23	48	60	24	33	53	16	19	18	37	25
CQUJHB018203	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007372	88	72	26	43	3	50	54	31	32	56	35	40
CQUJHB017109	68	85	53	68	40	37	72	11	29	97	34	48
CQUJHB011151	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011939	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009735	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015458	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005687	143	194	159	240	135	151	238	115	157	190	108	104
CQUJHB010539	91	138	158	153	200	85	234	47	52	140	92	164
CQUJHB012473	54	75	50	83	58	64	69	28	21	47	39	49
CQUJHB015850	109	140	40	130	60	119	38	31	32	85	134	105
CQUJHB011374	26	11	20	11	14	3	25	9	7	3	4	24
CQUJHB008275	463	380	84	298	306	196	254	61	90	200	208	252
CQUJHB012843	1427	1857	993	1315	1733	1041	1905	544	699	1655	1099	1176
CQUJHB008548	0	0	2	0	0	0	1	0	0	0	0	0
CQUJHB006229	4	6	1	0	0	0	0	0	4	5	3	0
CQUJHB010971	0	21	2	3	5	0	8	0	0	3	0	0
CQUJHB000945	21	25	2	20	11	13	17	6	1	14	13	11
CQUJHB002885	0	4	3	0	0	6	0	0	0	0	0	0
CQUJHB001801	1024	1448	1148	1456	1158	1040	2246	336	621	1167	310	577
CQUJHB004672	499	814	423	863	615	379	833	157	112	505	196	217
CQUJHB012936	2323	4371	1471	3467	2288	2318	3083	1340	1580	2527	1835	2484
CQUJHB008030	442	302	65	263	177	232	262	58	92	148	426	197
CQUJHB003565	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000471	530	198	32	78	49	48	42	26	28	80	189	63
CQUJHB008425	51	47	21	11	16	51	69	2	11	20	73	20
CQUJHB013642	13	11	13	14	11	9	7	4	0	22	8	7
CQUJHB016443	10	15	0	0	0	6	6	0	1	2	0	7
CQUJHB005798	1	0	0	2	1	0	0	0	0	0	0	2
CQUJHB011271	14	13	6	23	8	3	4	2	7	21	16	27
CQUJHB003466	249	417	267	339	351	209	432	122	139	303	161	237
CQUJHB008142	89	99	80	77	59	66	90	28	42	79	88	78
CQUJHB011242	57	10	78	52	137	10	39	29	60	80	1	46
CQUJHB003075	125	71	53	86	48	76	80	33	46	42	34	70
CQUJHB012517	5	0	16	16	1	0	13	0	6	12	0	13
CQUJHB010735	345	209	61	143	134	76	150	41	69	62	185	114
CQUJHB008600	108	73	12	46	79	56	33	23	20	26	70	40
CQUJHB011031	108	23	31	39	35	8	6	23	17	22	91	36
CQUJHB000530	0	0	0	0	0	4	0	0	0	0	0	0
CQUJHB011839	306	438	163	338	492	108	281	241	304	283	241	262
CQUJHB011422	2	0	0	0	0	5	6	0	0	0	0	1
CQUJHB006080	3	0	0	0	0	0	0	1	0	0	2	0
CQUJHB008579	28642	34251	7467	15807	14436	13973	14495	3764	4421	8466	46208	23088
CQUJHB007091	1883	1674	502	1155	958	704	709	288	428	1028	1276	799
CQUJHB013921	290	96	35	92	73	83	100	16	51	141	113	93
CQUJHB017758	292	243	210	286	237	104	339	88	112	379	169	213
CQUJHB007823	105	46	34	66	29	107	51	14	19	30	159	70
CQUJHB015255	88	87	67	99	41	73	118	16	28	68	64	55
CQUJHB002063	26	10	3	3	3	0	7	2	3	5	7	13
CQUJHB018097	166	240	89	92	106	59	165	31	54	153	158	106
CQUJHB008376	455	400	217	275	235	189	350	83	119	535	177	189
CQUJHB004967	125	128	139	158	106	111	187	71	96	178	126	154
CQUJHB016860	193	139	61	157	52	67	161	32	21	49	177	159
CQUJHB011399	69	152	27	124	34	36	89	36	34	60	44	66
CQUJHB001473	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001069	195	358	191	222	233	145	186	59	70	152	219	393
CQUJHB004317	5	3	3	4	7	11	9	2	0	1	8	0
CQUJHB006559	0	0	0	0	0	0	0	0	0	0	1	0
CQUJHB017628	240	211	386	314	310	260	261	190	168	313	180	309
CQUJHB010993	12	24	5	11	8	16	5	0	7	0	15	9
CQUJHB012952	1677	1478	573	1152	1371	799	953	332	298	694	1839	1474
CQUJHB002962	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010670	2434	1699	4356	2913	3571	2950	5614	1626	1666	3379	1712	2287
CQUJHB003445	14	0	2	0	6	0	3	0	0	0	28	6
CQUJHB001115	18	23	0	2	0	1	8	0	4	3	26	1
CQUJHB004602	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004969	11	37	3	18	20	0	11	3	0	7	3	21
CQUJHB008692	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008293	498	822	574	707	732	400	901	327	274	632	397	492
CQUJHB003672	29	5	11	21	15	10	32	1	2	21	5	14
CQUJHB012387	0	0	0	0	1	1	0	0	0	0	3	5
CQUJHB012940	10	17	0	2	8	4	9	0	0	3	0	3
CQUJHB010387	52	11	0	7	9	18	1	3	2	1	0	2
CQUJHB009710	30	92	12	24	6	10	26	10	5	17	29	15
CQUJHB013883	156	156	4	210	25	20	5	3	2	34	63	1
CQUJHB008315	0	0	2	0	0	0	0	0	4	0	0	0
CQUJHB016808	85	12	38	44	44	33	66	15	18	18	25	43
CQUJHB003767	165	218	111	205	189	201	177	105	106	136	226	117
CQUJHB009253	774	1261	513	1021	858	897	708	550	388	867	678	962
CQUJHB018302	83	59	118	108	63	48	191	37	73	177	25	85
CQUJHB003057	7	17	0	1	0	0	0	0	0	0	0	0
CQUJHB007334	0	0	0	0	0	0	0	0	0	0	1	0
CQUJHB009049	81	31	52	63	32	30	42	8	22	33	31	22
CQUJHB002512	453	618	337	490	459	394	627	193	208	472	424	536
CQUJHB004702	108	73	13	64	14	38	30	16	32	10	140	40
CQUJHB013894	29	71	9	35	17	30	30	13	10	21	106	50
CQUJHB009276	40	17	21	18	19	34	15	1	15	23	40	45
CQUJHB010054	2	0	0	0	0	8	0	0	2	5	1	0
CQUJHB002838	141	193	128	141	149	124	121	55	66	94	99	114
CQUJHB010619	318	505	424	420	889	245	322	364	496	423	311	309
CQUJHB007919	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013436	35	136	32	44	58	27	15	11	11	54	48	100
CQUJHB003541	8	6	4	17	12	16	7	2	18	5	9	10
CQUJHB001218	44	129	34	139	89	91	73	55	34	54	48	71
CQUJHB004435	2144	1104	276	818	693	587	753	219	450	952	898	554
CQUJHB017947	7	34	10	25	2	10	0	6	0	2	10	7
CQUJHB015990	784	1073	843	1067	1216	885	992	739	510	790	662	642
CQUJHB001090	40	39	45	21	64	64	104	38	44	51	78	52
CQUJHB000058	23	30	20	59	33	40	20	5	12	54	13	30
CQUJHB012777	366	351	169	423	236	285	266	71	94	194	443	437
CQUJHB008635	0	0	0	2	0	1	1	0	0	0	2	0
CQUJHB016895	1	44	2	26	2	14	6	9	3	80	6	35
CQUJHB017291	0	0	2	0	4	0	0	0	0	0	0	0
CQUJHB002448	41	0	0	3	10	0	2	4	3	43	14	17
CQUJHB016730	10	15	40	14	56	11	52	24	6	123	14	29
CQUJHB001230	0	18	5	9	0	0	2	0	1	0	0	0
CQUJHB014853	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016233	0	0	0	2	0	0	0	0	0	0	0	0
CQUJHB018114	3	12	3	5	10	4	6	0	0	16	1	5
CQUJHB009204	1	25	2	24	13	8	1	1	0	6	16	0
CQUJHB011633	446	1488	235	1072	884	441	587	374	318	699	812	837
CQUJHB012375	137	26	28	58	43	4	58	23	21	57	51	11
CQUJHB002613	72	75	50	68	96	30	96	26	24	102	34	52
CQUJHB010711	41	17	8	12	48	0	20	2	7	11	14	1
CQUJHB002755	0	0	0	0	1	0	0	0	0	0	0	0
CQUJHB013641	99	24	4	10	42	18	33	5	8	18	33	23
CQUJHB011462	133	26	18	0	46	0	73	0	13	19	9	44
CQUJHB016510	86	155	38	93	54	71	74	33	49	84	96	115
CQUJHB012965	0	1	4	7	1	0	0	5	7	2	7	10
CQUJHB012608	38	26	48	39	43	34	96	12	26	45	21	25
CQUJHB004611	92	115	47	85	75	35	67	20	23	96	96	74
CQUJHB011000	82	42	46	59	24	39	78	20	32	61	27	68
CQUJHB015658	28	14	9	4	17	9	31	17	20	8	4	8
CQUJHB007895	3	6	0	2	5	9	2	3	4	1	5	0
CQUJHB005258	1367	1404	1144	1317	1875	726	2298	566	635	1872	812	1236
CQUJHB016880	140	327	229	450	461	263	177	234	189	685	198	249
CQUJHB011760	314	472	524	450	1273	282	444	527	482	406	308	382
CQUJHB000392	2248	1011	402	1234	822	554	1690	332	479	940	484	425
CQUJHB006575	3	9	13	5	6	19	6	0	1	0	14	10
CQUJHB009531	305	202	135	161	165	162	175	88	66	129	200	155
CQUJHB002012	29	18	7	19	11	9	41	11	6	18	23	19
CQUJHB016830	11	15	1	2	7	22	11	1	0	10	6	17
CQUJHB010614	429	358	93	206	171	110	174	67	92	271	333	224
CQUJHB016197	638	190	63	70	136	68	191	44	55	154	399	262
CQUJHB012978	18	0	4	7	2	8	6	0	0	1	0	1
CQUJHB017041	0	0	18	1	0	0	4	0	4	3	0	1
CQUJHB012263	119	123	233	135	217	129	168	71	101	162	82	62
CQUJHB014203	312	217	121	231	145	150	240	74	65	255	129	146
CQUJHB000764	54	57	24	31	32	44	46	11	17	27	39	40
CQUJHB007945	0	0	4	2	0	0	1	0	0	0	4	0
CQUJHB004957	82	79	19	89	49	143	24	17	19	68	199	70
CQUJHB003629	210	199	172	225	235	172	389	96	88	281	221	199
CQUJHB013547	0	1	4	11	7	4	0	7	3	8	5	26
CQUJHB005601	19	3	11	21	15	10	14	1	4	23	9	7
CQUJHB010435	193	289	269	372	448	185	336	181	171	336	209	285
CQUJHB001526	6	10	4	0	19	0	14	0	0	10	3	11
CQUJHB005439	47	38	26	50	180	7	66	18	21	27	33	22
CQUJHB001245	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004315	2	0	0	0	0	0	0	0	1	1	0	0
CQUJHB000277	0	0	0	0	4	0	0	0	0	0	0	0
CQUJHB013875	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010399	132	57	169	163	65	103	155	61	64	87	113	89
CQUJHB004639	135	190	46	168	121	55	67	10	22	83	154	212
CQUJHB016119	0	0	0	1	0	0	0	0	0	1	0	0
CQUJHB003625	1	0	1	0	1	0	0	0	0	0	0	0
CQUJHB005548	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012152	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013405	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006339	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008959	12	0	6	3	10	0	2	0	0	2	3	2
CQUJHB010335	133	106	131	84	173	119	261	51	40	100	116	150
CQUJHB000027	15	0	14	10	5	0	20	1	3	8	4	0
CQUJHB006930	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006789	22	0	5	12	9	13	0	0	0	3	9	0
CQUJHB008906	51	55	21	36	41	39	27	12	14	26	38	26
CQUJHB010063	0	0	0	0	0	0	0	0	0	0	0	3
CQUJHB004872	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016841	7	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015890	916	667	358	550	478	254	588	146	255	734	263	295
CQUJHB005890	11	40	13	30	7	8	28	4	17	13	22	17
CQUJHB005876	21318	23299	4627	11245	10310	11582	8959	2837	2750	5905	44317	18903
CQUJHB000969	67	55	41	92	60	63	116	19	26	57	51	81
CQUJHB007516	178	209	125	177	172	156	205	78	90	97	105	143
CQUJHB006142	947	591	326	882	650	564	749	254	279	568	753	974
CQUJHB013576	114	150	34	68	40	26	55	4	13	38	45	25
CQUJHB016646	86	18	35	50	19	32	47	3	12	59	69	60
CQUJHB010839	170	123	12	130	54	94	71	36	30	30	224	90
CQUJHB011552	1429	1049	583	1025	785	679	1392	346	379	2145	799	887
CQUJHB011994	374	275	138	267	116	195	299	74	63	223	258	207
CQUJHB012564	537	480	288	607	464	228	689	165	177	579	558	429
CQUJHB004812	29	51	29	30	25	5	42	5	18	56	23	22
CQUJHB006816	700	741	167	480	480	326	466	151	152	494	558	555
CQUJHB012693	118	127	20	86	42	50	36	19	20	43	115	60
CQUJHB018185	1409	1090	462	1606	750	569	980	390	193	771	1565	1271
CQUJHB000385	785	1271	495	908	1003	652	896	438	585	1132	544	801
CQUJHB014149	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007202	3	1	3	0	13	11	0	0	0	11	2	0
CQUJHB014221	31464	6074	2122	2044	13515	7233	10471	984	3516	6658	30729	11423
CQUJHB017341	149	190	97	195	94	146	213	77	83	113	112	129
CQUJHB004716	168	80	81	119	99	80	124	43	54	119	103	94
CQUJHB012696	68	34	30	34	37	15	28	7	9	10	60	27
CQUJHB001467	528	621	343	501	757	304	519	305	217	613	452	489
CQUJHB005413	35	15	2	17	10	7	15	2	5	1	24	13
CQUJHB011387	255	234	124	191	249	188	222	71	77	125	329	187
CQUJHB014294	81	89	36	53	47	42	33	24	22	24	84	64
CQUJHB016176	232	160	55	180	118	119	146	52	45	125	248	171
CQUJHB000887	76	103	37	57	31	20	47	5	8	35	90	62
CQUJHB003851	358	296	104	273	270	291	240	120	63	185	296	251
CQUJHB002996	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013919	14	15	1	0	4	9	2	0	4	0	1	0
CQUJHB012148	11	26	4	39	11	20	3	2	3	8	10	24
CQUJHB006311	82	65	19	84	67	18	60	16	19	36	91	72
CQUJHB013648	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013205	33	8	30	59	35	9	44	19	13	57	49	39
CQUJHB015513	56	40	29	43	58	30	45	7	10	40	39	36
CQUJHB016754	123	63	22	69	33	33	69	30	13	47	134	71
CQUJHB002626	181	169	90	130	201	126	216	71	74	97	197	131
CQUJHB010044	0	0	0	0	0	0	0	0	0	4	0	0
CQUJHB004070	678	456	194	322	275	188	360	84	131	256	604	294
CQUJHB013859	319	373	190	394	358	220	380	158	184	469	355	221
CQUJHB014476	713	438	152	338	175	259	257	116	188	305	490	211
CQUJHB017431	1515	1189	890	1119	1327	624	1300	325	444	1123	1220	1032
CQUJHB012974	1002	603	556	767	840	534	889	291	280	893	684	680
CQUJHB017565	86	0	6	10	19	21	11	2	21	0	56	27
CQUJHB004734	722	908	977	1331	2124	816	1127	1308	1282	1040	656	699
CQUJHB009645	378	255	103	151	185	196	206	59	127	65	595	190
CQUJHB004327	5452	23732	6511	13487	16180	5386	6339	5447	5192	15963	7411	11778
