GeneID	controlF_rep2	PE60F_rep2	PE60F_rep1	PE200F_rep2	PE600F_rep2	PE600F_rep3	PE60F_rep3	PE200F_rep3	controlF_rep3	PE200F_rep1	PE600F_rep1	controlF_rep1
CQUJHB010750	0	0	1	2	0	0	0	0	0	0	0	0
CQUJHB010551	63	53	69	77	56	62	67	45	34	71	60	51
CQUJHB018300	10919	9021	831	5764	5151	4654	3785	1785	1005	2614	6052	2242
CQUJHB016822	12	0	4	0	0	0	11	2	2	11	3	3
CQUJHB016562	1229	1533	139	594	799	724	475	248	195	479	1116	284
CQUJHB012214	1139	671	409	946	582	698	587	280	203	516	780	946
CQUJHB009091	2384	1996	1148	2026	1858	1504	1248	764	497	1748	1452	1734
CQUJHB012147	113	90	136	118	98	64	122	54	31	143	82	103
CQUJHB017103	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004496	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011375	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004375	0	0	0	0	0	0	0	0	0	0	0	3
CQUJHB010035	0	0	0	0	0	0	0	0	0	0	0	5
CQUJHB005213	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008789	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011643	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014223	19	20	5	13	34	20	23	8	7	31	36	20
CQUJHB000958	23	49	7	14	0	5	12	13	7	33	26	15
CQUJHB004751	117	56	19	36	45	27	44	17	18	13	86	55
CQUJHB016746	16	11	2	3	0	0	5	1	0	4	0	9
CQUJHB006268	438	539	203	432	317	223	260	94	87	345	410	406
CQUJHB002920	15	12	5	1	3	4	4	0	0	22	6	14
CQUJHB012616	10	0	5	3	0	4	10	4	6	3	46	7
CQUJHB000429	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001559	4	19	21	31	42	21	32	13	10	18	7	31
CQUJHB014934	96	178	100	86	177	173	137	35	11	107	94	143
CQUJHB015062	50	51	4	33	5	14	18	8	5	42	15	9
CQUJHB006516	51	50	15	53	51	23	25	8	19	70	18	67
CQUJHB011596	760	615	297	755	391	442	351	187	117	336	433	565
CQUJHB015310	12	28	12	16	12	13	16	4	5	24	17	20
CQUJHB002527	125	333	164	245	164	188	139	33	38	175	251	300
CQUJHB009427	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014474	20	87	10	27	24	52	13	5	4	87	34	66
CQUJHB018472	1043	966	666	902	838	858	677	390	299	619	1095	1167
CQUJHB001562	0	0	0	0	0	1	0	2	0	1	1	1
CQUJHB007217	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007068	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009897	117	140	23	43	60	55	24	11	30	36	129	77
CQUJHB003186	2	0	0	1	8	3	0	3	0	0	2	3
CQUJHB008903	71	104	6	49	3	22	34	5	12	20	86	68
CQUJHB010196	22	63	20	27	30	23	15	13	6	22	43	25
CQUJHB002348	1569	1292	495	1376	1090	939	1060	476	285	699	742	844
CQUJHB015500	506	102	29	94	59	229	90	70	100	63	1021	129
CQUJHB015392	162	250	43	163	163	138	95	37	42	107	249	238
CQUJHB003246	37	16	7	24	1	15	15	14	0	7	25	23
CQUJHB002342	178	42	30	23	4	2	59	8	10	71	21	7
CQUJHB014760	336	137	94	172	151	97	134	64	58	160	192	135
CQUJHB016242	766	539	518	1014	774	817	565	398	171	623	793	859
CQUJHB014310	199	349	216	324	482	280	165	217	224	339	179	215
CQUJHB012785	158	148	35	90	39	48	59	39	13	69	107	84
CQUJHB001043	37	18	7	3	0	0	12	2	4	12	12	17
CQUJHB018308	21	11	8	26	19	10	3	0	6	21	11	28
CQUJHB013388	118	81	39	110	20	51	63	20	28	69	108	133
CQUJHB004238	581	194	205	278	194	305	195	179	75	208	256	305
CQUJHB003969	289	277	78	236	162	92	123	36	50	205	239	223
CQUJHB001917	1760	1397	416	1072	834	748	919	492	316	1035	1575	912
CQUJHB014464	35	25	6	17	17	3	48	4	12	20	35	22
CQUJHB010688	0	1	0	0	0	0	0	0	0	0	0	0
CQUJHB008851	76	118	27	40	28	19	36	7	24	35	84	130
CQUJHB008087	52	38	23	30	44	27	41	24	7	36	30	44
CQUJHB015252	2344	2039	1536	2554	2207	2020	2165	1145	952	1878	1883	2093
CQUJHB012185	5740	3955	4710	7342	7402	5536	5716	4158	2274	5642	4287	4813
CQUJHB006581	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015432	281	200	414	301	416	321	356	277	194	389	208	329
CQUJHB002653	162	79	74	72	50	81	43	26	29	74	355	253
CQUJHB001358	3	3	4	2	4	0	0	0	0	0	6	37
CQUJHB000686	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009032	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003533	5	0	0	12	3	0	17	4	0	3	6	16
CQUJHB007493	2548	3892	1301	2699	2212	1944	1751	1063	836	2631	2026	2464
CQUJHB012670	950	1342	481	864	688	542	622	182	221	510	899	842
CQUJHB008317	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016046	119	46	82	101	64	138	68	67	59	73	93	57
CQUJHB018265	32	27	30	27	12	27	3	14	5	24	30	73
CQUJHB014139	0	0	0	0	5	0	0	0	2	0	0	0
CQUJHB003383	0	0	2	0	0	0	0	0	2	8	6	11
CQUJHB006552	319	638	315	489	885	342	332	243	213	357	500	557
CQUJHB003693	58	19	17	15	14	25	7	4	13	20	21	31
CQUJHB011766	612	382	69	207	170	187	208	58	74	178	591	241
CQUJHB011191	92	77	11	42	9	27	32	13	16	38	94	60
CQUJHB012066	2136	1951	1078	2129	1785	1586	1603	943	747	1864	1803	1500
CQUJHB017935	310	442	82	284	162	158	141	46	52	131	667	283
CQUJHB016193	411	281	58	194	113	200	190	79	79	99	270	174
CQUJHB010899	105	69	27	47	16	83	66	17	10	59	118	67
CQUJHB000550	149	140	15	42	30	88	81	15	36	26	361	143
CQUJHB006264	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013805	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002476	0	0	0	0	0	0	0	0	0	0	0	2
CQUJHB008806	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012923	2794	6038	2370	4457	4193	2693	2815	1543	757	5228	3143	4904
CQUJHB017302	0	0	0	3	0	0	0	0	0	0	7	18
CQUJHB005291	0	0	0	0	4	0	0	0	0	0	0	0
CQUJHB006567	53	16	0	28	0	20	28	0	9	8	7	0
CQUJHB002441	0	0	0	0	0	0	0	0	0	0	0	1
CQUJHB008808	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014946	48	33	19	39	19	32	18	8	5	24	17	79
CQUJHB014275	970	1238	491	610	1083	409	571	385	209	719	935	796
CQUJHB012548	63	54	17	24	16	8	43	16	6	20	43	72
CQUJHB004132	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007117	174	271	106	169	114	38	103	54	22	556	294	308
CQUJHB007071	63	26	24	30	13	18	39	6	8	22	48	41
CQUJHB016032	80	45	10	28	24	15	28	5	10	30	47	37
CQUJHB001058	90	49	16	48	13	50	21	16	10	44	72	44
CQUJHB017412	0	0	0	0	0	0	4	0	0	0	0	0
CQUJHB006369	286	229	57	227	153	162	85	51	40	134	272	215
CQUJHB009126	0	0	8	4	20	2	1	2	2	0	2	11
CQUJHB010368	27	76	59	69	39	49	39	27	7	113	60	178
CQUJHB008465	146	367	171	247	207	123	211	86	87	207	174	212
CQUJHB010965	4	0	0	2	6	0	0	2	1	0	0	2
CQUJHB012099	240	354	79	153	129	96	157	64	54	102	187	238
CQUJHB002423	1	0	3	0	0	8	0	5	0	5	0	1
CQUJHB007060	810	571	254	639	299	286	337	149	122	288	586	447
CQUJHB013699	133	117	50	134	72	73	105	45	20	66	70	66
CQUJHB008107	19604	1623	3044	1475	461	2644	5735	1532	887	2000	3123	974
CQUJHB010736	108	203	86	101	241	90	162	25	24	53	224	159
CQUJHB010439	37	171	23	62	56	44	75	4	13	27	103	66
CQUJHB018429	269	153	49	151	106	144	92	41	24	62	401	104
CQUJHB013534	282	228	92	198	160	79	170	62	47	215	229	276
CQUJHB012030	2	2	0	4	0	0	7	1	0	0	0	0
CQUJHB010563	0	0	0	0	0	0	0	0	0	0	1	0
CQUJHB012501	0	0	0	0	3	0	0	0	0	0	0	0
CQUJHB014940	5	0	0	0	0	0	10	0	0	0	8	0
CQUJHB010290	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006363	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002184	0	0	0	0	0	0	1	0	4	0	0	0
CQUJHB006977	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014595	8	1	0	0	0	0	3	0	0	0	0	0
CQUJHB006139	491	462	134	243	221	175	342	109	80	208	205	460
CQUJHB017001	0	0	0	0	0	1	0	0	0	0	0	0
CQUJHB001307	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005691	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016051	0	0	0	1	0	0	0	0	0	1	1	0
CQUJHB002619	0	0	7	0	0	0	0	0	1	0	2	0
CQUJHB005231	64	233	12	123	16	23	73	13	8	37	84	135
CQUJHB010898	17	7	2	2	2	8	4	2	0	0	1	0
CQUJHB014072	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012636	53	89	41	64	46	36	66	42	22	112	110	83
CQUJHB007262	688	137	10	95	46	101	96	28	188	40	303	21
CQUJHB002085	44	4	6	1	6	0	4	7	4	9	4	2
CQUJHB012084	0	0	0	0	0	0	0	0	1	0	3	1
CQUJHB005446	19	28	0	17	0	0	1	0	7	0	18	15
CQUJHB004703	5	22	3	0	4	9	7	13	2	11	10	11
CQUJHB007946	35	28	10	20	24	20	23	4	1	14	20	32
CQUJHB007399	39	16	12	20	17	23	20	16	5	15	43	84
CQUJHB012026	15	17	5	19	22	9	13	10	8	2	79	15
CQUJHB008228	184	145	16	82	47	102	64	10	29	19	163	18
CQUJHB008718	183	349	93	220	139	92	166	56	32	176	194	210
CQUJHB016285	0	0	2	2	1	0	1	2	0	0	7	0
CQUJHB007731	238	220	119	145	209	96	133	51	46	152	217	333
CQUJHB005459	890	779	352	709	560	617	826	236	235	387	653	443
CQUJHB005871	108	63	19	39	31	44	31	5	6	15	206	129
CQUJHB011702	108	78	43	75	57	59	60	24	30	77	88	83
CQUJHB003621	163	204	142	215	172	153	214	93	64	179	127	153
CQUJHB003014	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008933	14	12	1	0	1	0	5	3	3	5	5	6
CQUJHB002770	1176	1094	549	885	934	762	1094	488	431	794	847	682
CQUJHB001271	32	29	18	21	9	2	22	6	5	41	6	37
CQUJHB002493	236	195	123	159	203	147	173	96	78	144	200	127
CQUJHB003497	92	45	8	9	55	13	24	5	16	18	63	38
CQUJHB016376	529	556	355	379	414	391	419	190	183	329	360	445
CQUJHB008714	72	85	30	94	71	56	59	36	21	58	72	92
CQUJHB005854	6	8	0	0	4	0	8	0	0	0	4	3
CQUJHB015449	112	80	45	114	56	42	126	58	36	82	64	80
CQUJHB000345	19	23	4	20	6	9	23	6	0	6	14	13
CQUJHB004520	125	275	97	167	177	99	116	80	35	229	79	190
CQUJHB006943	33	25	9	8	11	6	25	0	1	15	13	25
CQUJHB017775	85	99	36	48	32	33	80	25	16	22	68	34
CQUJHB016091	19	0	0	0	7	0	9	0	0	18	0	10
CQUJHB004248	212	244	61	97	151	110	69	63	74	167	144	274
CQUJHB020429	4	0	3	0	0	0	8	0	0	0	3	0
CQUJHB020279	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020289	0	0	0	0	0	0	0	0	0	0	0	3
CQUJHB017738	246	273	41	135	78	149	76	35	37	103	136	265
CQUJHB010968	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013956	62	75	3	25	13	22	22	17	8	25	43	23
CQUJHB014837	90	8	0	6	10	10	14	3	12	16	51	25
CQUJHB003892	517	523	276	503	586	388	464	294	233	428	301	351
CQUJHB011677	2007	2611	1097	1907	1727	1702	1482	603	599	1601	1875	3010
CQUJHB005940	0	0	0	0	5	0	0	0	0	0	0	0
CQUJHB001443	0	0	0	0	3	0	0	0	0	0	0	0
CQUJHB011707	1831	1233	438	1096	693	797	994	383	411	841	842	1089
CQUJHB003799	0	5	0	0	0	0	1	0	0	0	0	1
CQUJHB008387	205	140	87	140	148	122	140	49	54	129	249	150
CQUJHB012292	22	13	9	28	16	10	7	1	6	16	40	38
CQUJHB011048	27	11	10	26	25	3	0	0	4	14	29	21
CQUJHB001304	151	112	81	116	106	84	139	85	73	97	137	152
CQUJHB005567	516	96	26	49	66	37	110	43	40	91	234	198
CQUJHB004360	235	45	6	14	48	85	78	3	14	26	164	78
CQUJHB005425	21	19	7	4	1	4	17	4	3	0	24	12
CQUJHB000189	173	437	245	337	444	201	159	274	202	290	143	234
CQUJHB000721	5042	6483	2707	4244	5696	2124	2832	2694	2391	7463	3383	4474
CQUJHB013160	155	83	65	162	60	103	173	64	65	68	40	135
CQUJHB011417	26	57	10	30	31	14	20	10	9	3	23	23
CQUJHB002239	0	0	0	0	0	0	0	0	0	0	4	0
CQUJHB015565	25	8	28	18	19	18	49	35	29	48	40	27
CQUJHB003725	3493	4028	1691	3272	3508	1913	2570	1219	1416	2928	2646	3131
CQUJHB000790	71	76	33	53	30	27	26	11	15	35	104	54
CQUJHB009818	421	983	239	448	505	512	335	164	180	393	555	551
CQUJHB003141	34	167	20	196	140	91	217	31	10	35	47	117
CQUJHB000132	80	25	15	27	41	81	28	29	14	54	33	39
CQUJHB008055	0	4	0	1	0	2	0	0	1	0	0	0
CQUJHB003063	21	36	6	29	3	12	6	6	0	12	34	34
CQUJHB012513	7569	10911	3690	9402	6552	6110	7740	2243	2825	4967	8918	5817
CQUJHB009159	8	0	0	0	0	6	2	8	4	0	4	2
CQUJHB002611	1224	985	475	820	643	715	548	479	333	830	725	600
CQUJHB018034	403	290	78	224	201	129	205	65	75	127	527	221
CQUJHB017917	69	118	15	48	60	44	13	12	12	49	56	61
CQUJHB001374	85	24	5	38	30	26	45	13	13	41	64	31
CQUJHB014163	424	377	120	282	253	245	321	89	89	206	379	416
CQUJHB009433	0	0	0	0	4	0	1	0	0	0	3	0
CQUJHB009127	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001689	0	0	2	0	0	0	0	0	0	0	0	0
CQUJHB014461	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016092	34	41	15	71	72	57	52	25	15	49	27	35
CQUJHB008401	196	196	28	84	85	74	81	15	44	34	277	140
CQUJHB000228	340	208	160	188	245	163	204	64	58	181	562	206
CQUJHB017838	381	614	208	423	351	268	254	122	98	391	313	590
CQUJHB004042	0	0	0	0	0	0	0	0	0	0	1	0
CQUJHB014196	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006779	7	13	2	13	9	7	13	6	4	3	14	14
CQUJHB010236	48	51	10	32	16	10	29	22	14	32	47	43
CQUJHB006188	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006246	0	0	0	1	0	0	0	0	0	0	0	0
CQUJHB010477	155	140	39	141	186	78	90	35	28	47	57	118
CQUJHB001884	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013204	0	0	0	0	0	0	3	0	0	0	0	0
CQUJHB016696	0	0	6	4	5	0	0	0	0	0	3	3
CQUJHB010089	0	0	0	2	0	1	0	0	0	0	0	3
CQUJHB011922	203	215	172	185	224	168	160	146	114	197	130	150
CQUJHB009281	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014533	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009039	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007180	292	246	59	191	90	151	203	57	50	143	254	180
CQUJHB017632	2822	1266	548	1278	1406	1032	940	517	538	1354	1444	1533
CQUJHB009263	55	68	24	24	35	40	25	21	12	20	35	22
CQUJHB009633	191	172	134	172	193	190	110	100	75	181	121	233
CQUJHB008797	11	12	6	6	3	8	17	4	2	8	10	6
CQUJHB008410	36	57	37	58	55	7	43	19	22	39	37	24
CQUJHB011906	0	13	0	2	0	5	5	0	4	3	6	5
CQUJHB006081	769	1910	400	589	445	191	358	73	116	170	2582	1386
CQUJHB006292	117	72	68	135	123	112	102	49	36	96	152	173
CQUJHB009355	1018	1484	538	1069	1009	652	708	383	374	1325	742	958
CQUJHB015006	0	0	0	0	0	0	4	0	3	0	0	0
CQUJHB011866	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003899	4	53	4	22	0	21	1	3	1	8	1	10
CQUJHB002271	33	29	12	40	36	33	0	12	16	57	17	27
CQUJHB002551	2	0	0	0	0	0	1	0	0	0	0	0
CQUJHB011018	0	0	0	0	0	0	0	2	0	0	0	0
CQUJHB000852	0	0	3	12	9	0	2	2	4	8	3	17
CQUJHB001662	593	3806	878	1728	1415	886	1149	294	274	3372	1049	2725
CQUJHB013594	0	5	3	8	7	16	7	1	0	15	9	0
CQUJHB013310	17	2	1	6	25	37	13	6	0	8	8	9
CQUJHB005708	86	39	5	8	30	3	43	14	55	3	29	26
CQUJHB012364	0	14	0	4	1	1	3	1	2	1	6	3
CQUJHB014148	0	0	0	0	0	0	0	0	0	6	0	0
CQUJHB017783	28	36	10	21	13	12	0	3	4	17	17	13
CQUJHB010189	512	402	108	334	192	169	163	79	95	219	415	406
CQUJHB012743	524	632	359	509	617	460	417	291	137	607	435	627
CQUJHB009682	80	73	141	64	109	58	79	61	61	128	108	55
CQUJHB004469	137	216	53	131	148	107	88	81	59	134	91	100
CQUJHB017022	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003607	57	20	22	19	17	5	18	5	19	16	26	56
CQUJHB002407	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004167	94	231	38	100	101	56	34	20	37	77	55	122
CQUJHB002118	0	2	0	5	0	0	0	1	0	0	2	1
CQUJHB006008	28	10	12	20	3	5	15	7	4	16	21	21
CQUJHB012646	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004551	0	11	0	2	0	0	0	0	0	1	0	6
CQUJHB016353	4104	3427	1260	3587	1547	2827	3510	1598	796	2023	2565	1596
CQUJHB001201	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013444	239	139	223	240	212	234	352	144	161	210	164	219
CQUJHB014725	2	0	0	1	0	0	0	0	0	0	1	0
CQUJHB007007	774	1381	503	1088	950	337	834	294	218	594	630	1332
CQUJHB006799	166	37	5	6	5	7	52	1	24	12	161	43
CQUJHB010004	394	851	222	808	984	182	721	185	143	350	97	584
CQUJHB016123	7	3	2	4	7	0	0	0	0	1	1	10
CQUJHB015493	182	415	49	115	98	33	131	22	32	122	97	166
CQUJHB004428	34	74	10	15	30	21	19	5	23	24	22	19
CQUJHB005801	1700	2276	794	1870	1591	1009	1414	644	661	1455	1265	1518
CQUJHB001810	6	90	5	37	48	12	19	8	9	28	2	29
CQUJHB000938	33	166	40	77	74	30	71	21	11	19	50	66
CQUJHB004139	126	155	17	92	36	94	36	19	8	37	47	40
CQUJHB009337	6	9	0	7	5	0	5	4	0	5	7	3
CQUJHB010706	181	383	143	282	195	215	178	52	90	202	147	315
CQUJHB014186	86	267	40	128	84	77	61	70	41	101	93	137
CQUJHB015893	15	55	6	26	20	10	3	3	2	20	5	13
CQUJHB017940	120	106	54	123	91	75	29	41	34	35	41	181
CQUJHB007394	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB018016	250	238	167	268	206	198	235	130	115	192	155	219
CQUJHB012256	51	64	9	69	31	56	45	11	6	18	61	37
CQUJHB012162	11	24	17	25	0	21	7	0	0	0	23	13
CQUJHB012848	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011471	737	792	156	624	445	339	455	167	145	242	642	347
CQUJHB015161	58	52	10	33	6	35	36	9	15	22	25	46
CQUJHB005025	8	0	6	6	0	11	3	7	1	5	9	3
CQUJHB015705	302	353	161	432	425	221	218	139	135	364	162	306
CQUJHB016663	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004040	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017020	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014925	165	142	82	101	159	100	83	48	73	134	114	107
CQUJHB014493	29	33	6	29	17	1	6	2	12	10	31	37
CQUJHB017520	74	28	14	29	30	48	12	21	16	26	68	37
CQUJHB012559	514	356	112	308	199	348	221	84	125	194	363	314
CQUJHB000683	294	483	234	369	540	273	297	194	183	391	332	304
CQUJHB011321	7	5	3	9	6	0	2	1	1	3	4	4
CQUJHB007717	450	791	487	672	1041	437	559	361	364	583	436	521
CQUJHB015214	134	73	30	88	32	54	59	22	41	50	48	71
CQUJHB007916	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006996	0	4	0	0	0	0	0	0	0	0	0	0
CQUJHB007439	662	452	360	569	341	599	734	240	166	440	332	528
CQUJHB000243	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013519	5	7	22	4	0	7	0	15	16	41	10	7
CQUJHB008661	0	0	0	0	0	0	4	4	0	0	0	0
CQUJHB007398	5	0	0	0	2	0	0	0	0	0	0	0
CQUJHB003924	1001	1280	343	824	750	623	805	288	357	593	703	932
CQUJHB007235	53	36	5	16	13	23	18	3	11	10	30	11
CQUJHB007466	1800	2523	933	1939	2510	1028	1317	884	1098	1982	714	1058
CQUJHB014561	184	215	51	138	143	91	103	71	84	120	40	161
CQUJHB003387	156	189	106	182	107	127	196	43	53	117	160	384
CQUJHB011336	693	1514	603	1254	1533	611	1071	709	553	1377	678	1470
CQUJHB014624	2	0	1	0	1	2	0	0	0	0	3	3
CQUJHB000953	80	48	9	43	33	68	55	21	15	27	106	83
CQUJHB011025	282	386	400	520	797	356	567	450	371	676	257	420
CQUJHB002826	37	0	2	16	14	0	5	0	1	0	15	16
CQUJHB001771	288	813	49	464	204	343	374	90	236	331	544	313
CQUJHB001063	607	1214	150	837	488	643	723	191	298	657	710	532
CQUJHB018080	70	186	91	186	122	116	140	153	138	157	58	121
CQUJHB005835	3	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002191	63	49	85	112	131	99	55	139	118	115	26	66
CQUJHB012994	7	17	4	3	1	11	0	7	2	13	7	26
CQUJHB008130	36	51	24	21	51	21	25	19	5	26	34	82
CQUJHB001599	19	2	7	15	7	6	26	2	5	8	34	19
CQUJHB009673	0	5	0	0	0	0	0	0	0	1	1	0
CQUJHB004970	191	101	105	69	115	57	112	19	9	121	78	205
CQUJHB001222	4	1	0	4	8	1	2	4	0	0	3	0
CQUJHB005816	0	3	0	0	0	0	0	0	0	0	0	2
CQUJHB002918	0	4	2	0	20	0	4	3	0	7	1	9
CQUJHB003734	8	27	13	4	23	1	1	4	1	20	27	20
CQUJHB001438	2	0	1	0	2	5	0	0	3	3	5	1
CQUJHB001127	0	25	2	6	3	6	0	1	0	1	13	0
CQUJHB013678	4	0	0	3	0	2	3	0	0	0	0	0
CQUJHB009193	3	31	4	1	8	0	1	0	3	7	0	0
CQUJHB001578	18	8	13	14	10	0	17	3	0	32	13	87
CQUJHB016273	0	5	0	8	2	0	3	4	0	10	5	4
CQUJHB005308	0	0	0	1	0	0	0	0	0	0	3	0
CQUJHB004767	0	0	5	5	0	0	0	0	0	0	1	0
CQUJHB006881	3	1	0	5	3	0	3	0	0	11	0	5
CQUJHB011227	5451	16120	4855	7900	7266	5049	5200	1634	1394	13635	8846	13257
CQUJHB013180	0	0	0	0	0	0	0	0	1	0	0	4
CQUJHB014911	0	0	0	0	0	0	0	5	0	0	0	1
CQUJHB015527	1	6	4	1	0	0	16	0	2	0	6	0
CQUJHB013635	2844	5376	994	1334	1899	1686	2019	741	569	1506	4710	4539
CQUJHB001819	2401	5344	1396	1495	1952	1604	2357	627	506	1638	5710	6599
CQUJHB013584	0	0	0	10	0	10	0	0	0	0	1	6
CQUJHB005102	2454	7217	1512	2530	3230	1679	2706	803	695	2341	2324	3799
CQUJHB016711	98	776	124	256	266	74	132	62	64	470	137	496
CQUJHB000772	1	28	4	3	5	0	2	1	3	8	3	22
CQUJHB013078	46	106	14	51	50	29	16	11	16	45	41	123
CQUJHB007607	2	13	0	1	9	1	0	0	0	11	0	0
CQUJHB008598	8470	28531	11145	9418	8882	7231	9462	2840	2078	13129	17197	28567
CQUJHB018106	0	2	2	0	6	8	4	0	0	11	68	38
CQUJHB007492	1343	1347	887	781	1486	870	877	448	294	986	1069	3665
CQUJHB013971	3	51	2	13	20	9	9	16	0	24	11	19
CQUJHB014157	20	21	7	29	35	16	37	69	11	19	43	243
CQUJHB001397	0	0	0	0	0	0	0	0	0	0	0	7
CQUJHB003404	6	0	0	0	0	0	5	0	0	0	2	3
CQUJHB012717	9	19	7	2	0	0	4	0	1	23	0	1
CQUJHB003572	2	0	1	1	0	9	11	0	0	0	4	36
CQUJHB016559	12	2	8	9	14	1	0	3	1	30	5	22
CQUJHB000588	9	0	14	6	3	19	2	1	0	16	2	4
CQUJHB000684	502	371	213	470	242	385	467	242	184	438	239	202
CQUJHB008534	110	85	21	95	36	25	41	14	27	34	26	30
CQUJHB002494	7	7	0	1	0	14	3	3	0	6	3	12
CQUJHB007956	51	29	26	60	43	30	33	4	3	37	120	65
CQUJHB002487	49	146	21	62	84	37	69	13	27	30	74	65
CQUJHB005778	6	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013403	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000744	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002369	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB018003	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015746	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009543	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000909	0	0	0	0	0	0	0	0	0	0	0	2
CQUJHB005712	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB014469	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005613	241	202	58	154	122	68	117	62	34	145	182	86
CQUJHB012037	28	26	15	29	0	40	26	13	14	17	20	21
CQUJHB000276	2994	3949	1023	2375	3330	2200	2329	962	842	2408	2703	3123
CQUJHB001340	34	61	48	43	27	37	29	16	20	27	48	41
CQUJHB011103	0	0	0	0	6	0	1	0	0	0	0	2
CQUJHB006880	0	0	3	0	0	0	0	0	0	0	0	0
CQUJHB008455	553	537	363	592	801	423	706	343	278	629	419	622
CQUJHB001329	27	47	7	10	27	19	38	9	9	18	21	55
CQUJHB007836	76	51	4	25	19	9	8	10	13	12	60	51
CQUJHB008803	55	27	11	31	10	17	15	3	13	20	36	22
CQUJHB009158	515	462	158	363	233	266	241	105	156	229	339	383
CQUJHB016909	1	0	1	2	0	0	0	0	0	0	6	2
CQUJHB017908	39	33	4	14	6	24	24	0	3	7	19	21
CQUJHB017765	379	130	39	144	60	92	87	88	49	155	82	26
CQUJHB013107	3028	4194	1313	3076	4039	2412	3375	2380	2127	2565	1367	2230
CQUJHB005381	26	90	1	16	38	0	17	3	1	2	0	10
CQUJHB010715	400	202	115	296	166	274	246	92	119	202	356	272
CQUJHB010677	44	56	10	56	24	16	59	20	36	33	35	33
CQUJHB005748	2738	4854	1379	3914	3570	2041	2729	1279	1361	2739	1365	1850
CQUJHB000844	17	33	9	10	7	1	6	1	3	22	8	6
CQUJHB007572	160	265	102	243	315	131	157	86	104	204	159	128
CQUJHB010228	0	2	3	0	8	0	0	0	0	0	0	0
CQUJHB006485	224	411	96	220	267	178	132	69	112	201	135	221
CQUJHB000753	133	94	59	68	86	73	86	44	31	65	79	121
CQUJHB013927	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006670	117	144	40	89	83	90	86	53	38	84	32	62
